"","L","R"
"1393","Serotonin","ADORA1"
"1394","Serotonin","TRHR"
"1395","Serotonin","EDNRA"
"1396","Serotonin","MC5R"
"1397","Serotonin","HTR3C"
"1398","Serotonin","UTS2R"
"1399","Serotonin","OXTR"
"1400","Serotonin","RXFP3"
"1401","Serotonin","GALR2"
"1402","Serotonin","NPBWR1"
"1403","Serotonin","CCR9"
"1404","Serotonin","NPY2R"
"1405","Serotonin","CCR4"
"1406","Serotonin","MC2R"
"1407","Serotonin","HTR3E"
"1408","Serotonin","CCKBR"
"1409","Serotonin","ADORA2A"
"1410","Serotonin","OPRL1"
"1411","Serotonin","AVPR2"
"1412","Serotonin","NPY5R"
"1413","Serotonin","HRH3"
"1414","Serotonin","ADRB3"
"1415","Serotonin","PTGER3"
"1416","Serotonin","SSTR2"
"1417","Serotonin","LPAR1"
"1418","Serotonin","NPSR1"
"1419","Serotonin","NPY1R"
"1420","Serotonin","RXFP4"
"1421","Serotonin","ADRB1"
"1422","Serotonin","CNR1"
"1423","Serotonin","NPBWR2"
"1424","Serotonin","NTSR1"
"1425","Serotonin","LPAR3"
"1426","Serotonin","PTGFR"
"1427","Serotonin","HCRTR2"
"1428","Serotonin","AGTR2"
"1429","Serotonin","HCRTR1"
"1430","Serotonin","NPY4R"
"1431","Serotonin","CNR2"
"1432","Serotonin","EDNRB"
"1433","Serotonin","HRH2"
"1434","Serotonin","ADRA1A"
"1435","Serotonin","ADRA1D"
"1436","Serotonin","GRPR"
"1437","Serotonin","HTR3D"
"1438","Serotonin","DRD3"
"1439","Serotonin","QRFPR"
"1440","Serotonin","LPAR2"
"1441","Serotonin","ADRA2C"
"1442","Serotonin","CXCR4"
"1443","Serotonin","TBXA2R"
"1444","Serotonin","OPRM1"
"1445","Serotonin","LTB4R2"
"1446","Serotonin","CCR3"
"1447","Serotonin","MC1R"
"1448","Tryptamine","HTR1E"
"1449","Tryptamine","HTR1B"
"1450","Tryptamine","HTR1D"
"1451","Tryptamine","HTR7"
"1452","Tryptamine","HTR6"
"1453","Tryptamine","HTR1F"
"1454","Tryptamine","HTR2C"
"1455","Tryptamine","HTR2B"
"1456","Tryptamine","TAAR1"
"1457","Tryptamine","HTR2A"
"1458","Tryptamine","TAAR5"
"1459","Tryptamine","TAAR6"
"1460","Tryptamine","TAAR8"
"1461","Tryptamine","HTR1A"
"1462","Tryptamine","TAAR2"
"1463","Tyramine","TAAR1"
"1464","Tyramine","DRD4"
"1465","Tyramine","DRD2"
"1466","Tyramine","HTR3A"
"1467","Tyramine","TAAR5"
"1468","Tyramine","TAAR6"
"1469","Tyramine","TAAR8"
"1470","Tyramine","TAAR2"
"1471","20-Carboxy-leukotriene B4","LTB4R"
"1472","20-Carboxy-leukotriene B4","LTB4R2"
"1473","Leukotriene E4","CYSLTR1"
"1474","Leukotriene E4","CYSLTR2"
"1475","Ureidopropionic acid","UTS2R"
"1476","Anandamide","CNR1"
"1477","Anandamide","PCDHA4"
"1478","Anandamide","CNR2"
"1479","Anandamide","PCDHA6"
"1480","Anandamide","TRPV1"
"1481","Anandamide","GPR55"
"1482","Anandamide","BDKRB1"
"1483","Anandamide","SCARB1"
"1484","Anandamide","TRPV4"
"1485","Anandamide","SELP"
"1486","Anandamide","SCARB2"
"1487","Anandamide","ERBB2"
"1488","Anandamide","EGFR"
"1489","Anandamide","CD36"
"1490","Anandamide","HTR3A"
"1491","Anandamide","PPARA"
"1492","Glycerol,Fumaric acid","M6PR"
"1493","Glycerol,Fumaric acid","CD4"
"1494","Glycerol,Fumaric acid","EPHA8"
"1495","Glycerol,Fumaric acid","ESR1"
"1496","Glycerol,Fumaric acid","MADCAM1"
"1497","Glycerol,Fumaric acid","TLR8"
"1498","Glycerol,Fumaric acid","ICAM5"
"1499","Glycerol,Fumaric acid","CD69"
"1500","Glycerol,Fumaric acid","HLA-DOA"
"1501","Glycerol,Fumaric acid","GHR"
"1502","Glycerol,Fumaric acid","NR3C1"
"1503","Glycerol,Fumaric acid","HRG"
"1504","Glycerol,Fumaric acid","GRIN3B"
"1505","Glycerol,Fumaric acid","KLRK1"
"1506","Glycerol,Fumaric acid","RARA"
"1507","Glycerol,Fumaric acid","PDE6A"
"1508","Glycerol,Fumaric acid","CD180"
"1509","Glycerol,Fumaric acid","SORT1"
"1510","Glycerol,Fumaric acid","NOTCH2"
"1511","Glycerol,Fumaric acid","ITGAV"
"1512","Glycerol,Fumaric acid","LRP6"
"1513","Glycerol,Fumaric acid","TRPV4"
"1514","Glycerol,Fumaric acid","CDH1"
"1515","Glycerol,Fumaric acid","ITGA2B"
"1516","Glycerol,Fumaric acid","GRIK2"
"1517","Glycerol,Fumaric acid","GRIK5"
"1518","Glycerol,Fumaric acid","ACVR1"
"1519","Glycerol,Fumaric acid","SELP"
"1520","Glycerol,Fumaric acid","CDH15"
"1521","Glycerol,Fumaric acid","CDH3"
"1522","Glycerol,Fumaric acid","FCER2"
"1523","Glycerol,Fumaric acid","GUCY1B3"
"1524","Glycerol,Fumaric acid","GRIA2"
"1525","Glycerol,Fumaric acid","NRP1"
"1526","Glycerol,Fumaric acid","NRXN2"
"1527","Glycerol,Fumaric acid","ITGB7"
"1528","Glycerol,Fumaric acid","IGF1R"
"1529","Glycerol,Fumaric acid","IFNAR1"
"1530","Glycerol,Fumaric acid","FCGR2A"
"1531","Glycerol,Fumaric acid","EGFR"
"1532","Glycerol,Fumaric acid","NLGN4X"
"1533","Glycerol,Fumaric acid","NTRK2"
"1534","Glycerol,Fumaric acid","ST14"
"1535","Glycerol,Fumaric acid","EPHA4"
"1536","Glycerol,Fumaric acid","FLT1"
"1537","Glycerol,Fumaric acid","GRIA4"
"1538","Glycerol,Fumaric acid","ITGA1"
"1539","Glycerol,Fumaric acid","CD8A"
"1540","Glycerol,Fumaric acid","APP"
"1541","Glycerol,Fumaric acid","GRIA1"
"1542","Glycerol,Fumaric acid","AR"
"1543","Glycerol,Fumaric acid","PPARG"
"1544","Glycerol,Fumaric acid","BTN3A1"
"1545","Glycerol,Fumaric acid","IL10RB"
"1546","Glycerol,Fumaric acid","MERTK"
"1547","Glycerol,Fumaric acid","PTPRN"
"1548","Glycerol,Fumaric acid","MST1R"
"1549","Glycerol,Fumaric acid","GUCY1A3"
"1550","Glycerol,Fumaric acid","TLR3"
"1551","Glycerol,Fumaric acid","ITGB2"
"1552","Glycerol,Fumaric acid","INSR"
"1553","Glycerol,Fumaric acid","CTLA4"
"1554","Glycerol,Fumaric acid","IL7R"
"1555","Glycerol,Fumaric acid","ITPR1"
"1556","Glycerol,Fumaric acid","GP6"
"1557","Glycerol,Fumaric acid","PPARD"
"1558","Glycerol,Fumaric acid","CD200R1"
"1559","Glycerol,Fumaric acid","CD55"
"1560","Glycerol,Fumaric acid","MET"
"1561","Glycerol,Fumaric acid","F2R"
"1562","Glycerol,Fumaric acid","ADGRL2"
"1563","Glycerol,Fumaric acid","PGR"
"1564","Glycerol,Fumaric acid","P4HB"
"1565","Glycerol,Fumaric acid","IFNLR1"
"1566","Glycerol,Fumaric acid","IL3RA"
"1567","Glycerol,Fumaric acid","CNTN2"
"1568","Glycerol,Fumaric acid","PDE4B"
"1569","Glycerol,Fumaric acid","GRIN2A"
"1570","Glycerol,Fumaric acid","PDCD1"
"1571","Glycerol,Fumaric acid","NR1I2"
"1572","Glycerol,Fumaric acid","EPHA3"
"1573","Glycerol,Fumaric acid","NRXN3"
"1574","Glycerol,Fumaric acid","NISCH"
"1575","Glycerol,Fumaric acid","ADGRL1"
"1576","Glycerol,Fumaric acid","CRHR2"
"1577","Glycerol,Fumaric acid","NR3C2"
"1578","Glycerol,Fumaric acid","NBR1"
"1579","Glycerol,Fumaric acid","PGLYRP2"
"1580","Glycerol,Fumaric acid","PIGR"
"1581","Glycerol,Fumaric acid","ITGAL"
"1582","Glycerol,Fumaric acid","IGF2R"
"1583","Glycerol,Fumaric acid","DCHS2"
"1584","Glycerol,Fumaric acid","TGFBR2"
"1585","Glycerol,Fumaric acid","RYR1"
"1586","Glycerol,Fumaric acid","HLA-DRB1"
"1587","Glycerol,Fumaric acid","TFRC"
"1588","Glycerol,Fumaric acid","NR4A1"
"1589","Glycerol,Fumaric acid","NRP2"
"1590","Glycerol,Fumaric acid","DPP4"
"1591","Glycerol,Fumaric acid","GRIN3A"
"1592","Glycerol,Fumaric acid","PLXNA2"
"1593","Glycerol,Fumaric acid","NR5A2"
"1594","Glycerol,Fumaric acid","MR1"
"1595","Glycerol,Fumaric acid","ACKR1"
"1596","Glycerol,Fumaric acid","CD1A"
"1597","Glycerol,Fumaric acid","CD1E"
"1598","Glycerol,Fumaric acid","CD1B"
"1599","Glycerol,Fumaric acid","CD1D"
"1600","Glycerol,Fumaric acid","PLXNA3"
"1601","Glycerol,Fumaric acid","TPBG"
"1602","Glycerol,Fumaric acid","TNFRSF6B"
"1603","Glycerol,Fumaric acid","ADGRB3"
"1604","Glycerol,Fumaric acid","PDE6C"
"1605","Glycerol,Fumaric acid","GRIN1"
"1606","Glycerol,Fumaric acid","FAP"
"1607","Glycerol,Fumaric acid","FIBCD1"
"1608","Glycerol,Fumaric acid","ITPR3"
"1609","Glycerol,Fumaric acid","HLA-A"
"1610","Glycerol,Fumaric acid","UNC13B"
"1611","Glycerol,Fumaric acid","IL15RA"
"1612","Glycerol,Fumaric acid","ITPR2"
"1613","Glycerol,Fumaric acid","CD274"
"1614","Glycerol,Fumaric acid","ALK"
"1615","Glycerol,Fumaric acid","RYR3"
"1616","Glycerol,Fumaric acid","CUL5"
"1617","Glycerol,Fumaric acid","FAT4"
"1618","Glycerol,Fumaric acid","ITGA4"
"1619","Glycerol,Fumaric acid","PDCD1LG2"
"1620","Glycerol,Fumaric acid","CDH23"
"1621","Glycerol,Fumaric acid","GRIK1"
"1622","Glycerol,Fumaric acid","NCAM2"
"1623","Glycerol,Fumaric acid","NRXN1"
"1624","Glycerol,Fumaric acid","ESRRG"
"1625","Glycerol,Fumaric acid","DCC"
"1626","Glycerol,Fumaric acid","HLA-DOB"
"1627","Glycerol,Fumaric acid","BCAP31"
"1628","Glycerol,Fumaric acid","FGFR1"
"1629","Glycerol,Fumaric acid","CD44"
"1630","Glycerol,Fumaric acid","HLA-B"
"1631","Glycerol,Fumaric acid","HFE"
"1632","Glycerol,Fumaric acid","PDE6B"
"1633","Glycerol,Fumaric acid","ADGRL3"
"1634","Glycerol,Fumaric acid","RACK1"
"1635","Glycerol,Fumaric acid","IGLL5"
"1636","Glycerol,Fumaric acid","NTRK1"
"1637","Glycerol,Fumaric acid","PDE10A"
"1638","Glycerol,Fumaric acid","ITGAM"
"1639","Glycerol,Fumaric acid","TNFRSF11A"
"1640","Cytidine monophosphate","NOTCH1"
"1641","Cytidine monophosphate","ENPP3"
"1642","Cytidine monophosphate","ENPP1"
"1643","L-Fucose","CD4"
"1644","L-Fucose","IL4R"
"1645","L-Fucose","TGFBR3"
"1646","L-Fucose","IL2RB"
"1647","L-Fucose","FCGRT"
"1648","L-Fucose","NECTIN2"
"1649","L-Fucose","GABBR2"
"1650","L-Fucose","THBS1"
"1651","L-Fucose","LRP6"
"1652","L-Fucose","LIFR"
"1653","L-Fucose","SELP"
"1654","L-Fucose","ICAM1"
"1655","L-Fucose","NPR3"
"1656","L-Fucose","NRP1"
"1657","L-Fucose","IGF1R"
"1658","L-Fucose","ERBB2"
"1659","L-Fucose","IL22RA1"
"1660","L-Fucose","FCGR2A"
"1661","L-Fucose","EGFR"
"1662","L-Fucose","NOTCH1"
"1663","L-Fucose","CXADR"
"1664","L-Fucose","CSF1R"
"1665","L-Fucose","KIT"
"1666","L-Fucose","CD1A"
"1667","L-Fucose","CD1B"
"1668","L-Fucose","CD1C"
"1669","L-Fucose","CD1D"
"1670","L-Fucose","CD1E"
"1671","L-Fucose","FCGR3A"
"1672","L-Fucose","FCGR3B"
"1673","L-Fucose","TLR3"
"1674","L-Fucose","INSR"
"1675","L-Fucose","CTLA4"
"1676","L-Fucose","IL7R"
"1677","L-Fucose","FOLR1"
"1678","L-Fucose","CD209"
"1679","L-Fucose","CLEC4M"
"1680","L-Fucose","MET"
"1681","L-Fucose","IL17RA"
"1682","L-Fucose","ADGRL2"
"1683","L-Fucose","IL3RA"
"1684","L-Fucose","PTPRM"
"1685","L-Fucose","SELE"
"1686","L-Fucose","GRIN2A"
"1687","L-Fucose","BTLA"
"1688","L-Fucose","F3"
"1689","L-Fucose","IL21R"
"1690","L-Fucose","COLEC11"
"1691","L-Fucose","PLAUR"
"1692","L-Fucose","HLA-DQA1"
"1693","L-Fucose","CD59"
"1694","L-Fucose","ADGRL1"
"1695","L-Fucose","FCAR"
"1696","L-Fucose","TNFRSF14"
"1697","L-Fucose","FAS"
"1698","L-Fucose","JAML"
"1699","L-Fucose","FCGR2B"
"1700","L-Fucose","TFRC"
"1701","L-Fucose","DPP4"
"1702","L-Fucose","FZD5"
"1703","L-Fucose","FCER1A"
"1704","L-Fucose","FCGR1A"
"1705","L-Fucose","ADGRB3"
"1706","L-Fucose","TLR4"
"1707","L-Fucose","IL2RG"
"1708","L-Fucose","FZD8"
"1709","L-Fucose","GABBR1"
"1710","L-Fucose","IL2RA"
"1711","L-Fucose","HLA-DQB1"
"1712","L-Fucose","COLEC12"
"1713","L-Fucose","CSF2RB"
"1714","L-Fucose","CD207"
"1715","L-Fucose","PVR"
"1716","L-Fucose","NECTIN3"
"1717","L-Fucose","ADGRL3"
"1718","L-Fucose","IGLL5"
"1719","Ammonia","TNFRSF17"
"1720","Ammonia","ESR1"
"1721","Ammonia","FCGRT"
"1722","Ammonia","TRAF2"
"1723","Ammonia","LRP6"
"1724","Ammonia","ITGA2B"
"1725","Ammonia","ITGA1"
"1726","Ammonia","PGLYRP3"
"1727","Ammonia","ITGA2"
"1728","Ammonia","CRHR2"
"1729","Ammonia","ESR2"
"1730","Ammonia","TLR4"
"1731","Ammonia","TGFBR1"
"1732","Ammonia","TRPV1"
"1733","Ammonia","GRIK1"
"1734","Ammonia","GRIK2"
"1735","Ammonia","IGLL5"
"1736","gamma-Aminobutyric acid","GABRA1"
"1737","gamma-Aminobutyric acid","GABRA3"
"1738","gamma-Aminobutyric acid","GABRA5"
"1739","gamma-Aminobutyric acid","GABRA6"
"1740","gamma-Aminobutyric acid","GABRR3"
"1741","gamma-Aminobutyric acid","GABBR1;GABBR2"
"1742","gamma-Aminobutyric acid","GABRA1;GABRG2;GABRB2"
"1743","gamma-Aminobutyric acid","GABRA3;GABRG2;GABRB3"
"1744","gamma-Aminobutyric acid","GABRA5;GABRG2;GABRB3"
"1745","gamma-Aminobutyric acid","GABRA1;GABRG2;GABRB3"
"1746","gamma-Aminobutyric acid","GABRA6;GABRG2;GABRB3"
"1747","gamma-Aminobutyric acid","GABRA4;GABRG2;GABRB3"
"1748","gamma-Aminobutyric acid","GABRR1"
"1749","gamma-Aminobutyric acid","GABRA3;GABRG2;GABRB2"
"1750","gamma-Aminobutyric acid","GABRA4;GABRG2;GABRB2"
"1751","gamma-Aminobutyric acid","GABRA5;GABRG2;GABRB2"
"1752","gamma-Aminobutyric acid","KCTD16;KCTD8;KCTD12;GABBR1;GABBR2"
"1753","gamma-Aminobutyric acid","GABBR2"
"1754","gamma-Aminobutyric acid","GABRA4"
"1755","gamma-Aminobutyric acid","GABRP"
"1756","gamma-Aminobutyric acid","GABRB2"
"1757","gamma-Aminobutyric acid","GABRG1"
"1758","gamma-Aminobutyric acid","GABRB1"
"1759","gamma-Aminobutyric acid","GABRB3"
"1760","gamma-Aminobutyric acid","GPR156"
"1761","gamma-Aminobutyric acid","GABRG3"
"1762","gamma-Aminobutyric acid","GABRA2"
"1763","gamma-Aminobutyric acid","RXFP4"
"1764","gamma-Aminobutyric acid","GABRE"
"1765","gamma-Aminobutyric acid","GABBR1"
"1766","gamma-Aminobutyric acid","GABRD"
"1767","gamma-Aminobutyric acid","ITGA4"
"1768","gamma-Aminobutyric acid","GABRR2"
"1769","gamma-Aminobutyric acid","GABRG2"
"1770","gamma-Aminobutyric acid","CHRNA5"
"1771","gamma-Aminobutyric acid","CHRNB1"
"1772","Taurine","GLRA2"
"1773","Taurine","GLRB"
"1774","Taurine","GLRA3"
"1775","Taurine","AXL"
"1776","Taurine","TLR4"
"1777","Taurine","GABRG2"
"1778","Taurine","GLRA1"
"1779","D-Glucose","ASGR1"
"1780","D-Glucose","M6PR"
"1781","D-Glucose","CD4"
"1782","D-Glucose","RTN4R"
"1783","D-Glucose","TGFBR3"
"1784","D-Glucose","IL2RB"
"1785","D-Glucose","TLR8"
"1786","D-Glucose","FCGRT"
"1787","D-Glucose","ICAM5"
"1788","D-Glucose","EFNB3"
"1789","D-Glucose","VTN"
"1790","D-Glucose","CLEC4A"
"1791","D-Glucose","HRG"
"1792","D-Glucose","SELL"
"1793","D-Glucose","ACVR2A"
"1794","D-Glucose","EFNB2"
"1795","D-Glucose","NECTIN2"
"1796","D-Glucose","ACE2"
"1797","D-Glucose","CD180"
"1798","D-Glucose","IL5RA"
"1799","D-Glucose","SORT1"
"1800","D-Glucose","GABBR2"
"1801","D-Glucose","ENPP2"
"1802","D-Glucose","CHRNA1"
"1803","D-Glucose","ITGAV"
"1804","D-Glucose","TRPV4"
"1805","D-Glucose","CDH1"
"1806","D-Glucose","NEO1"
"1807","D-Glucose","ITGA2B"
"1808","D-Glucose","GRIK2"
"1809","D-Glucose","GRIK5"
"1810","D-Glucose","SCARF1"
"1811","D-Glucose","LIFR"
"1812","D-Glucose","SELP"
"1813","D-Glucose","KDR"
"1814","D-Glucose","CDH15"
"1815","D-Glucose","CDH3"
"1816","D-Glucose","NECTIN1"
"1817","D-Glucose","FCER2"
"1818","D-Glucose","CD80"
"1819","D-Glucose","GRIA2"
"1820","D-Glucose","SCARB2"
"1821","D-Glucose","NPR3"
"1822","D-Glucose","NRP1"
"1823","D-Glucose","NRXN2"
"1824","D-Glucose","ABCB1"
"1825","D-Glucose","LGR5"
"1826","D-Glucose","ITGB7"
"1827","D-Glucose","IGF1R"
"1828","D-Glucose","ITGAX"
"1829","D-Glucose","CDH2"
"1830","D-Glucose","ERBB2"
"1831","D-Glucose","IL22RA1"
"1832","D-Glucose","FCGR2A"
"1833","D-Glucose","GFRA3"
"1834","D-Glucose","EGFR"
"1835","D-Glucose","NLGN4X"
"1836","D-Glucose","LRRC4C"
"1837","D-Glucose","GRIA4"
"1838","D-Glucose","CXADR"
"1839","D-Glucose","CSF1R"
"1840","D-Glucose","PPARG"
"1841","D-Glucose","KIT"
"1842","D-Glucose","ITGA5"
"1843","D-Glucose","FCGR3A"
"1844","D-Glucose","FCGR3B"
"1845","D-Glucose","PLXNB1"
"1846","D-Glucose","MST1R"
"1847","D-Glucose","ERAP1"
"1848","D-Glucose","TLR3"
"1849","D-Glucose","TSHR"
"1850","D-Glucose","FOLR2"
"1851","D-Glucose","GABRB3"
"1852","D-Glucose","ANPEP"
"1853","D-Glucose","ITGB2"
"1854","D-Glucose","ITGB1"
"1855","D-Glucose","INSR"
"1856","D-Glucose","CTLA4"
"1857","D-Glucose","NLGN2"
"1858","D-Glucose","CD36"
"1859","D-Glucose","CD46"
"1860","D-Glucose","CD209"
"1861","D-Glucose","CLEC4M"
"1862","D-Glucose","CD276"
"1863","D-Glucose","IL17RA"
"1864","D-Glucose","SIGLEC7"
"1865","D-Glucose","IFNLR1"
"1866","D-Glucose","IL3RA"
"1867","D-Glucose","GP1BA"
"1868","D-Glucose","PTPRM"
"1869","D-Glucose","SELE"
"1870","D-Glucose","F3"
"1871","D-Glucose","IL21R"
"1872","D-Glucose","NRXN3"
"1873","D-Glucose","COLEC11"
"1874","D-Glucose","PLAUR"
"1875","D-Glucose","HLA-DQA1"
"1876","D-Glucose","ACVR2B"
"1877","D-Glucose","SIGLEC1"
"1878","D-Glucose","LINGO1"
"1879","D-Glucose","FCAR"
"1880","D-Glucose","HTR3A"
"1881","D-Glucose","JAML"
"1882","D-Glucose","IGF2R"
"1883","D-Glucose","ENPP3"
"1884","D-Glucose","EPHA2"
"1885","D-Glucose","FCGR2B"
"1886","D-Glucose","NLGN3"
"1887","D-Glucose","HLA-DRB1"
"1888","D-Glucose","TFRC"
"1889","D-Glucose","DPP4"
"1890","D-Glucose","ENPP1"
"1891","D-Glucose","NLGN1"
"1892","D-Glucose","FZD5"
"1893","D-Glucose","PLXNA2"
"1894","D-Glucose","FCER1A"
"1895","D-Glucose","CD1A"
"1896","D-Glucose","CD1B"
"1897","D-Glucose","CD1D"
"1898","D-Glucose","IL6R"
"1899","D-Glucose","FCGR1A"
"1900","D-Glucose","VTCN1"
"1901","D-Glucose","CD2"
"1902","D-Glucose","AMIGO1"
"1903","D-Glucose","TNFRSF6B"
"1904","D-Glucose","NTNG1"
"1905","D-Glucose","GRIN1"
"1906","D-Glucose","DPP7"
"1907","D-Glucose","TLR4"
"1908","D-Glucose","IL2RG"
"1909","D-Glucose","FZD8"
"1910","D-Glucose","GABBR1"
"1911","D-Glucose","DPP6"
"1912","D-Glucose","CUBN"
"1913","D-Glucose","IL2RA"
"1914","D-Glucose","ZP3"
"1915","D-Glucose","ITGA4"
"1916","D-Glucose","HLA-DQB1"
"1917","D-Glucose","COLEC12"
"1918","D-Glucose","CSF2RB"
"1919","D-Glucose","FSHR"
"1920","D-Glucose","NRXN1"
"1921","D-Glucose","CD207"
"1922","D-Glucose","DCC"
"1923","D-Glucose","CSF2RA"
"1924","D-Glucose","CLEC2A"
"1925","D-Glucose","ERAP2"
"1926","D-Glucose","PVR"
"1927","D-Glucose","NECTIN3"
"1928","D-Glucose","IGLL5"
"1929","D-Glucose","NTRK1"
"1930","D-Glucose","KLRF2"
"1931","D-Glucose","LDLR"
"1932","D-Glucose","DSCAM"
"1933","D-Glucose","HNF4A"
"1934","D-Glucose","KLRG1"
"1935","D-Glucose","NCOR1"
"1936","D-Glucose","NR2F1"
"1937","D-Glucose","PPARA"
"1938","D-Glucose","TAS1R1"
"1939","D-Glucose","TAS1R2"
"1940","D-Glucose","TAS1R3"
"1941","Uridine diphosphategalactose","P2RY14"
"1942","Uridine diphosphategalactose","GPR17"
"1943","D-Maltose","SELL"
"1944","D-Maltose","AVPR1A"
"1945","D-Maltose","CRHR2"
"1946","D-Maltose","CD207"
"1947","Xanthine","ADORA2A"
"1948","Xanthine","ADORA2B"
"1949","Glucosamine","TLR4"
"1950","Pyroglutamic acid","SORT1"
"1951","Pyroglutamic acid","EPCAM"
"1952","Pyroglutamic acid","SIRPB1"
"1953","Pyroglutamic acid","F3"
"1954","Pyroglutamic acid","SIRPA"
"1955","Pyroglutamic acid","CD47"
"1956","Pyroglutamic acid","MSLN"
"1957","Pyroglutamic acid","IGLL5"
"1958","Farnesyl pyrophosphate","LPAR2"
"1959","Farnesyl pyrophosphate","LPAR3"
"1960","Farnesyl pyrophosphate","LPAR4"
"1961","Farnesyl pyrophosphate","LPAR5"
"1962","Leukotriene D4","CYSLTR1"
"1963","Leukotriene D4","CYSLTR2"
"1964","L-Glutamine,D-Glutamine","GPRC6A"
"1965","L-Glutamine,D-Glutamine","AR"
"1966","L-Glutamine,D-Glutamine","PVR"
"1967","N-Arachidonoylglycine","GPR18"
"1968","N-Arachidonoylglycine","LPAR5"
"1969","N-Arachidonoylglycine","CNR1"
"1970","Guanosine monophosphate","PDE6A"
"1971","Guanosine monophosphate","PDE6G"
"1972","Guanosine monophosphate","ENPP3"
"1973","Guanosine monophosphate","ENPP1"
"1974","Guanosine monophosphate","PDE6B"
"1975","Guanosine monophosphate","PDE10A"
"1976","L-Glutamic acid","GRM3"
"1977","L-Glutamic acid","GRM5"
"1978","L-Glutamic acid","GRM6"
"1979","L-Glutamic acid","GRM7"
"1980","L-Glutamic acid","GRM8"
"1981","L-Glutamic acid","GRIA3"
"1982","L-Glutamic acid","GRIA1"
"1983","L-Glutamic acid","GRIA2"
"1984","L-Glutamic acid","GRIA4"
"1985","L-Glutamic acid","GRIK2"
"1986","L-Glutamic acid","GRIK5"
"1987","L-Glutamic acid","GRIK3"
"1988","L-Glutamic acid","GRM1"
"1989","L-Glutamic acid","GRM2"
"1990","L-Glutamic acid","GRM4"
"1991","L-Glutamic acid","GRIN3B"
"1992","L-Glutamic acid","GRIN2D"
"1993","L-Glutamic acid","ENPEP"
"1994","L-Glutamic acid","GRID2"
"1995","L-Glutamic acid","GRIN2C"
"1996","L-Glutamic acid","GPRC6A"
"1997","L-Glutamic acid","GRID1"
"1998","L-Glutamic acid","TAS1R1"
"1999","L-Glutamic acid","GRIN2A"
"2000","L-Glutamic acid","TAS1R3"
"2001","L-Glutamic acid","PGLYRP4"
"2002","L-Glutamic acid","GRIN3A"
"2003","L-Glutamic acid","GRIN1"
"2004","L-Glutamic acid","UNC13B"
"2005","L-Glutamic acid","GRIK1"
"2006","L-Glutamic acid","PVR"
"2007","L-Glutamic acid","GRIK4"
"2008","L-Glutamic acid","CASR"
"2009","L-Glutamic acid","IGLL5"
"2010","L-Glutamic acid","FCN1"
"2011","Sarcosine","FCGRT"
"2012","Oxidized glutathione","ABCB7"
"2013","Oxidized glutathione","ABCB6"
"2014","Oxidized glutathione","IDE"
"2015","Oxidized glutathione","ABCC1"
"2016","Oxidized glutathione","ABCC4"
"2017","Oxidized glutathione","AR"
"2018","5-HETE","OXER1"
"2019","Cyclic AMP","CNGA3"
"2020","Cyclic AMP","ESR1"
"2021","Cyclic AMP","CD38"
"2022","Cyclic AMP","TRPV4"
"2023","Cyclic AMP","TRPC5"
"2024","Cyclic AMP","NPR3"
"2025","Cyclic AMP","ERBB2"
"2026","Cyclic AMP","GJA1"
"2027","Cyclic AMP","TSHR"
"2028","Cyclic AMP","CTLA4"
"2029","Cyclic AMP","ADRB2"
"2030","Cyclic AMP","HTR7"
"2031","Cyclic AMP","TRPC6"
"2032","Cyclic AMP","ADRB3"
"2033","Cyclic AMP","PDE4D"
"2034","Cyclic AMP","MYLK"
"2035","Cyclic AMP","ADRB1"
"2036","Cyclic AMP","CD40LG"
"2037","Cyclic AMP","ABCC4"
"2038","Cyclic AMP","THBD"
"2039","Cyclic AMP","HRH2"
"2040","Cyclic AMP","TRPC3"
"2041","Cyclic AMP","IGFBP3"
"2042","Cyclic AMP","ABCC8"
"2043","Cyclic AMP","HCAR2"
"2044","Cyclic AMP","FSHR"
"2045","Cyclic AMP","ANO6"
"2046","Cyclic AMP","PDE10A"
"2047","Cyclic AMP","IFNAR1"
"2048","Cyclic AMP","AVPR2"
"2049","Cyclic AMP","CNR1"
"2050","Cyclic AMP","PCDHA4"
"2051","Cyclic AMP","CNR2"
"2052","Cyclic AMP","PCDHA6"
"2053","Cyclic AMP","CRHR1"
"2054","Cyclic AMP","DRD2"
"2055","Cyclic AMP","GIPR"
"2056","Cyclic AMP","GLP1R"
"2057","Cyclic AMP","GPBAR1"
"2058","Cyclic AMP","ADRBK1"
"2059","Cyclic AMP","HTR1A"
"2060","Cyclic AMP","OPRM1"
"2061","Cyclic AMP","PDE4B"
"2062","Cyclic AMP","VIPR2"
"2063","Cyclic GMP","CNGA1"
"2064","Cyclic GMP","CNGA3"
"2065","Cyclic GMP","GUCY2F"
"2066","Cyclic GMP","CNGB1"
"2067","Cyclic GMP","GUCY2D"
"2068","Cyclic GMP","PDE6A"
"2069","Cyclic GMP","GUCY2C"
"2070","Cyclic GMP","TRPV4"
"2071","Cyclic GMP","TRPC5"
"2072","Cyclic GMP","GUCY1B3"
"2073","Cyclic GMP","PDE3B"
"2074","Cyclic GMP","PDE11A"
"2075","Cyclic GMP","GUCY1A3"
"2076","Cyclic GMP","PDE6G"
"2077","Cyclic GMP","PDE2A"
"2078","Cyclic GMP","TRPC6"
"2079","Cyclic GMP","PDE3A"
"2080","Cyclic GMP","PDE6C"
