,Compounds,GEM_id,HMDB_id,Cell_Compartment,Synthetic_genes,Transporter_genes,Transporter_genes_in,Receptor_genes,Synonyms,Synthetic_genes_lv2,precursor_transport
195,(R)-Lipoic acid,MAM02394,HMDB0001451,"c,e","Lipt2,Lias",,,"Icam1,Havcr1","(R)-Lipoic acid,5-[(3R)-1,2-dithiolan-3-yl]pentanoic acid,lipoic acid,(+)-alpha-Lipoic acid,(R)-(+)-Lipoate,(R)-(+)-Lipoic acid,(R)-1,2-Dithiolane-3-pentanoic acid,(R)-1,2-Dithiolane-3-valeric acid,(R)-6,8-Thioctic acid,alpha-Lipoic acid,Lipoic acid,R-(+)-Lipoic acid,R-LA,RLA,Thioctic acid,Thioctic acid D-form,(+)-a-Lipoate,(+)-a-Lipoic acid,(+)-alpha-Lipoate,(+)-α-lipoate,(+)-α-lipoic acid,(R)-Lipoate,(R)-1,2-Dithiolane-3-pentanoate,(R)-1,2-Dithiolane-3-valerate,(R)-6,8-Thioctate,a-Lipoate,a-Lipoic acid,alpha-Lipoate,α-lipoate,α-Lipoic acid,Lipoate,R-(+)-Lipoate,Thioctate,Thioctate D-form,Acid, alpha-lipoic,alpha Lipoic acid,1,2-Dithiolane-3R-pentanoic acid,1,2-Dithiolane-3R-pentanoate,(3R)-1,2-Dithiolane-3-pentanoic acid,(R)-(+)-1,2-Dithiolane-3-pentanoic acid,(R)-(+)-alpha-Lipoic acid,(R)-(+)-α-Lipoic acid,(R)-5-(1,2-Dithiolan-3-yl)pentanoicacid,(R)-alpha-Lipoic acid,(R)-α-Lipoic acid,ALA,alpha-(+)-Lipoic acid,α-(+)-Lipoic acid,1,2-Dithiolane-3-valeric acid,5-(1,2-Dithiolan-3-yl)pentanoic acid,5-(1,2-Dithiolan-3-yl)valeric acid,6,8-Thioctic acid,6-Thioctic acid",,
252,Retinyl palmitate,MAM02837,HMDB0003648,e,Lrat,,,"Sdc1,Gpc1,Gpc2,Sdc2,Sdc3,Gpc4,Sdc4,Gpc6,Gpc5,Agrn,Gpc3","Retinyl palmitate,(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraen-1-yl hexadecanoate,vitamin a palmitate,(2E,4E,6E,8E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexenyl)nona-2,4,6,8-tetraenyl hexadecanoate,(2E,4E,6E,8E)-3,7-Dimethyl-9-(2,6,6-trimethyl-cyclohex-1-enyl)-nona-2,4,6,8,tetraenyl hexadecanoic acid ester,Afaxin,all-trans-Retinol palmitate,all-trans-Retinyl hexadecanoate,Alphalin,Aquasol a,Arovit,Chocola a,O(15)-Hexadecanoylretinol,Optovit-a,Retinol hexadecanoate,Retinol palmitate,Retinyl hexadecanoate,trans-Retinol palmitate,trans-Retinyl palmitate,Vitamin a palmitate,all-trans-Retinyl palmitate,(2E,4E,6E,8E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexenyl)nona-2,4,6,8-tetraenyl hexadecanoic acid,(2E,4E,6E,8E)-3,7-Dimethyl-9-(2,6,6-trimethyl-cyclohex-1-enyl)-nona-2,4,6,8,tetraenyl hexadecanoate ester,all-trans-Retinol palmitic acid,all-trans-Retinyl hexadecanoic acid,Retinol hexadecanoic acid,Retinol palmitic acid,Retinyl hexadecanoic acid,trans-Retinol palmitic acid,trans-Retinyl palmitic acid,Vitamin a palmitic acid,all-trans-Retinyl palmitic acid,Retinyl palmitic acid,all-trans-Vitamin a palmitate,Aquapalm,Axerophthol palmitate,Dispatabs tabs,Ester found in fish liver oils,Lutavit a 500 plus,Myvak,Myvax,Optovit a,Testavol S,Vitazyme a",,
190,Leukotriene B5,MAM02365,HMDB0005073,"c,r,e",Lta4h,,,"Ltb4r1,Ltb4r2","Leukotriene B5,(5S,6Z,8E,10E,12R,14Z,17Z)-5,12-dihydroxyicosa-6,8,10,14,17-pentaenoic acid,leukotriene B5,(5S,6Z,8E,10E,12R,14Z)-5,12-Dihydroxy-6,8,10,14,17-eicosapentaenoic acid,5,12-DiHEPE,LTB5,(5S,6Z,8E,10E,12R,14Z)-5,12-Dihydroxy-6,8,10,14,17-eicosapentaenoate,5,12-Dihydroxy-6-trans-leukotriene b(5),5,12-Dihydroxy-6E-LTB5,5,12-Dihydroxy-6,8,10,14,17-eicosapentaenoic acid,LTB 5,Leukotriene b5",Alox5,
191,Leukotriene C4,MAM02366,"HMDB0001198,HMDB0005095","c,r,e",Ltc4s,"Abcc4,Abcc1",,"Cysltr1,Cysltr2,Oxgr1",,Alox5,
202,D-Mannose,MAM02453,HMDB0000169,"c,g,l,r,e","Man1a,Man1a2,Man1b1,Man1c1,Man2a1,Man2a2,Man2b1,Man2b2,Man2c1,Manba","Slc2a1,Slc2a2,Slc2a3",,"Cd209e,M6pr,Cd4,Rtn4r,Tgfbr3,Il2rb,Tlr8,Fcgrt,Icam5,Efnb3,Vtn,Clec4a2,Hrg,Sell,Acvr2a,Efnb2,Canx,Nectin2,Ace2,Cd180,Il5ra,Sort1,Gabbr2,Enpp2,Chrna1,Itgav,Trpv4,Cdh1,Neo1,Itga2b,Grik2,Grik5,Scarf1,Lifr,Selp,Kdr,Cdh15,Cdh3,Nectin1,Fcer2a,Cd80,Gria2,Scarb2,Npr3,Nrp1,Nrxn2,Abcb1a,Lgr5,Itgb7,Igf1r,Itgax,Cdh2,Erbb2,Il22ra1,Fcgr3,Gfra3,Egfr,NA,Lrrc4c,Gria4,Cxadr,Csf1r,Pparg,Kit,Itga5,NA,NA,Plxnb1,Mst1r,Erap1,Tlr3,Tshr,Folr2,Gabrb3,Anpep,Itgb2,Itgb1,Insr,Ctla4,Nlgn2,Cd36,Cd46,Cd209a,Cd276,Il17ra,NA,Ifnlr1,Il3ra,Gp1ba,Ptprm,Sele,F3,Il21r,Nrxn3,Colec11,Plaur,NA,Acvr2b,Siglec1,Lingo1,NA,Htr3a,Jaml,Igf2r,Enpp3,Epha2,Fcgr2b,Nlgn3,NA,Tfrc,Dpp4,Enpp1,Nlgn1,Fzd5,Plxna2,Fcer1a,NA,NA,Cd1d1,Il6ra,NA,Vtcn1,Cd2,Amigo1,NA,Ntng1,Grin1,Dpp7,Tlr4,Il2rg,Fzd8,Gabbr1,Dpp6,Cubn,Il2ra,Zp3,Itga4,NA,Colec12,Csf2rb,Fshr,Nrxn1,Cd207,Dcc,Csf2ra,Clec2f,NA,Pvr,Nectin3,Igll1,Ntrk1,NA,Ldlr","D-Mannose,(2S,3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol,α-D-mannose,alpha-D-Man,a-D-Man,α-D-Man,a-D-Mannose,α-D-Mannose,alpha-D-Mannopyranose,a-D-Mannopyranose,α-D-Mannopyranose,(+)-Mannose,Carubinose,D(+)-Mannose,Mannose,Seminose,alpha-D-Mannose,alpha-Mannose,α-Mannose",,
278,Thiocyanate,MAM02986,HMDB0001453,"c,m,e,l,n","Mpst,Tst",,,"Nr3c1,Enpp2,Aplp2,App","Thiocyanate,cyanosulfanide,thiocyanate,[S-C#N](-),N#C-S(-),Rhodanid,Rhodanide,SCN(-),THIOCYANATE ion,Thiocyanate ion (1-),Thiozyanat,THIOCYANic acid ion,Thiocyanic acid ion (1-),Thiocyanic acid,SCN,Ammonium sulfocyanate,HSCN,Hydrogen thiocyanate,Nitridosulfanidocarbon,Silver thiocyanate agscn,Thallium thiocyanate,Thiocyanid,Weedazol TL,Thiocyanogen ((SCN)2(1-)),Thiocyanate ion (2-)",,
65,Adenine,MAM01279,HMDB0000034,"c,l,e",Mtap,Slc29a2,,"P2ry1,Acvr2b","Adenine,7H-purin-6-amine,vitamin B4,6-Aminopurine,A,Ade,Adenin,Leucon,1,6-Dihydro-6-iminopurine,1H-Purin-6-amine,1H-Purine-6-amine,3,6-Dihydro-6-iminopurine,6-Amino-1H-purine,6-Amino-3H-purine,6-Amino-7H-purine,6-Amino-9H-purine,6-Amino-purine,9H-Purin-6-amine,9H-Purin-6-yl-amin,9H-Purin-6-ylamine,9H-Purine-6-amine,Adeninimine,Vitamin b4,Vitamin b 4,4, Vitamin b,b 4, Vitamin",,
256,Selenomethionine,MAM02891,HMDB0003966,"c,r,n,e",Mtr,,,"Stx1a,Il10ra,Il1rl1,Traf2,Smo,Nr1h2,Ramp2,Ramp1,Tlr2,Thbs1,Vipr2,Cdon,Tyro3,Gucy1b3,Nrxn2,Ifnar1,Tnfrsf10b,Rspo2,App,Pde6d,Plxnb1,Hhip,Abce1,Il1rapl1,Olr1,Nr1d2,Cd55,Plxnd1,Srpr,Ptprm,Unc5b,Nrxn3,Tradd,Trpv2,Nbr1,Ifnar2,Nr4a2,Pglyrp2,Itgb1bp1,Boc,Igf2r,Enpp3,Epha2,NA,Msn,Enpp1,Tlr1,Nr5a2,Ifngr1,Npr2,Dpp7,Glp1r,Nr5a1,Ar,Calcrl,Cul5,Trpv1,Nrxn1,Cd207,Bcap31,Gfra1,Cd44,Unc5c,Fgfr2,Ptprg,Rack1,Gfra2,Pde10a","Selenomethionine,(2S)-2-amino-4-(methylselanyl)butanoic acid,L-selenomethionine,Selenomethionine, (+,-)-isomer,Selenomethionine se 75,Radioselenomethionine,Selenomethionine, (S)-isomer,Sethotope,Se 75, selenomethionine,Selenomethionine hydrochloride, (S)-isomer,(2S)-2-Amino-4-(methylseleno)butanoic acid,(2S)-2-Azaniumyl-4-methylselanylbutanoate,L-Selenomethionine,Seleno-L-methionine,2-Amino-4-(methylseleno)butanoic acid,2-Amino-4-(methylseleno)butyric acid,2-Amino-4-(methylselenyl)butyric acid,Selenium methionine",,
208,N-Acetylneuraminic acid,MAM02543,HMDB0000230,"c,l,n,e","Nanp,Ctsa,Glb1,Neu1,Neu2,Neu3,Neu4,Ticrr,Ctsa and Galns and Glb1 and Neu1,Siae",,,"Pilra,Selp,Fcgr3,Cxadr,NA,Sele,Siglec1,NA,NA,Igll1","N-Acetylneuraminic acid,(2S,4S,5R,6R)-5-acetamido-2,4-dihydroxy-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxylic acid,β-neu5ac,5-N-ACETYL-BETA-D-neuraminIC ACID,beta-Neu5ac,5-N-ACETYL-b-D-neuraminate,5-N-ACETYL-b-D-neuraminic acid,5-N-ACETYL-beta-D-neuraminate,5-N-ACETYL-β-D-neuraminate,5-N-ACETYL-β-D-neuraminic acid,b-Neu5ac,Β-neu5ac,N-Acetylneuraminate,5-(Acetylamino)-3,5-dideoxy-D-glycero-b-D-galacto-2-nonulopyranosonate,5-(Acetylamino)-3,5-dideoxy-D-glycero-b-D-galacto-2-nonulopyranosonic acid,5-(Acetylamino)-3,5-dideoxy-D-glycero-D-galacto-2-nonulosonate,5-(Acetylamino)-3,5-dideoxy-D-glycero-D-galacto-2-nonulosonic acid,5-(Acetylamino)-3,5-dideoxy-delta-glycero-beta-delta-galacto-2-nonulopyranosonate,5-(Acetylamino)-3,5-dideoxy-delta-glycero-beta-delta-galacto-2-nonulopyranosonic acid,5-(Acetylamino)-3,5-dideoxy-delta-glycero-delta-galacto-2-nonulosonate,5-(Acetylamino)-3,5-dideoxy-delta-glycero-delta-galacto-2-nonulosonic acid,5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-nonulosonate,5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-nonulosonic acid,5-Acetamido-3,5-dideoxy-delta-glycero-delta-galacto-nonulosonate,5-Acetamido-3,5-dideoxy-delta-glycero-delta-galacto-nonulosonic acid,5-N-Acetyl-beta-delta-neuraminic acid,5-N-Acetyl-D-neuraminate,5-N-Acetyl-D-neuraminic acid,5-N-Acetyl-delta-neuraminate,5-N-Acetyl-delta-neuraminic acid,5-N-Acetylneuraminate,5-N-Acetylneuraminic acid,Aceneuramate,Aceneuramic acid,Acetylneuraminate,Acetylneuraminic acid,b-5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-nonulopyranosonate,b-5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-nonulopyranosonic acid,b-Sialic acid,beta-5-Acetamido-3,5-dideoxy-delta-glycero-delta-galacto-nonulopyranosonate,beta-5-Acetamido-3,5-dideoxy-delta-glycero-delta-galacto-nonulopyranosonic acid,beta-Sialic acid,Lactaminate,Lactaminic acid,N-Acetyl-b-D-neuraminate,N-Acetyl-b-D-neuraminic acid,N-Acetyl-b-neuraminate,N-Acetyl-beta-delta-neuraminate,N-Acetyl-beta-delta-neuraminic acid,N-Acetyl-beta-neuraminate,N-Acetyl-D-neuraminate,N-Acetyl-D-neuraminic acid,N-Acetyl-delta-neuraminate,N-Acetyl-delta-neuraminic acid,N-Acetyl-neuraminate,N-Acetyl-neuraminic acid,N-Acetylneuramate,N-Acetylneuramic acid,N-Acetylsialate,N-Acetylsialic acid,NAN,NANA,Neu5ac,Sialic acid,Acid, sialic,Acid, N-acetylneuraminic,N Acetylneuraminic acid,N-Acetyl-beta-D-neuraminic acid,N-Acetyl-beta-neuraminic acid,N-Acetyl-β-D-neuraminic acid,N-Acetyl-β-neuraminic acid",,
220,Nitric oxide,MAM02609,HMDB0003378,"c,e","Nos1,Nos2,Nos3",,,"Gucy2f,Cd79a,Gucy2e,Gucy2c,Selp,Gucy1b3,Icam1,Egfr,Gucy1a3,Cd28,F3,Cav1,Npr2,Cav3,Npr1,Htr2a,H2-Ea-ps,Esr1,NA,NA,Pparg","Nitric oxide,nitroso,nitric oxide,(NO)(.),[NO],EDRF,Endothelium-derived relaxing factor,Mononitrogen monoxide,Monoxido de nitrogeno,Monoxyde d'azote,Nitrogen monooxide,Nitrogen monoxide,Nitrosyl,NO,(.)NO,NO(.),Oxido de nitrogeno(II),Oxido nitrico,Oxyde azotique,Oxyde nitrique,Stickstoff(II)-oxid,Stickstoffmonoxid,INOmax,Nitrogen oxide,Nitrogen protoxide,Nitrosyl hydride,Nitrosyl radical,Nitroxide radical,Nitroxyl,Endogenous nitrate vasodilator,Monoxide, nitrogen,Nitric oxide, endothelium derived,Nitric oxide, endothelium-derived,Monoxide, mononitrogen,Vasodilator, endogenous nitrate,Endothelium-derived nitric oxide,Nitrate vasodilator, endogenous,Oxide, nitric",,
105,Citrulline,MAM01588,HMDB0000904,"c,g,m,e","Nos1,Nos2,Nos3,Ddah1,Ddah2",Slc7a2,"Slc7a5,Slc7a6,Slc7a9","Gprc6a,Abca1,NA","Citrulline,(2S)-2-amino-5-(carbamoylamino)pentanoic acid,L-citrulline,(S)-2-Amino-5-ureidopentanoic acid,2-Amino-5-ureidovaleric acid,alpha-Amino-delta-ureidovaleric acid,Cit,delta-Ureidonorvaline,L-2-Amino-5-ureidovaleric acid,N(5)-(Aminocarbonyl)-L-ornithine,N5-(Aminocarbonyl)ornithine,N5-Carbamoylornithine,N(delta)-Carbamylornithine,(S)-2-Amino-5-ureidopentanoate,2-Amino-5-ureidovalerate,a-Amino-delta-ureidovalerate,a-Amino-delta-ureidovaleric acid,alpha-Amino-delta-ureidovalerate,Α-amino-δ-ureidovalerate,Α-amino-δ-ureidovaleric acid,Δ-ureidonorvaline,L-2-Amino-5-ureidovalerate,N(Δ)-carbamylornithine,a-Amino-δ-ureidovalerate,a-Amino-δ-ureidovaleric acid,(2S)-2-Amino-5-(carbamoylamino)pentanoate,(2S)-2-Amino-5-(carbamoylamino)pentanoic acid,(S)-2-Amino-5-(aminocarbonyl)aminopentanoate,(S)-2-Amino-5-(aminocarbonyl)aminopentanoic acid,2-Amino-5-uredovalerate,2-Amino-5-uredovaleric acid,a-Amino-D-ureidovalerate,a-Amino-D-ureidovaleric acid,alpha-Amino-gamma-ureidovalerate,alpha-Amino-gamma-ureidovaleric acid,Amino-ureidovalerate,Amino-ureidovaleric acid,CIR,Cytrulline,D-Ureidonorvaline,DL-Citrulline,Gammaureidonorvaline,H-Cit-OH,L(+)-2-Amino-5-ureidovalerate,L(+)-2-Amino-5-ureidovaleric acid,L(+)-Citrulline,L-2-Amino-5-ureido-valerate,L-2-Amino-5-ureido-valeric acid,L-Citrulline,L-Cytrulline,L-N5-Carbamoyl-ornithine,N()-Carbamylornithine,N(5)-(Aminocarbonyl)-DL-ornithine,N-Carbamylornithine,N5-(Aminocarbonyl)-L-ornithine,N5-(Aminocarbonyl)-ornithine,N5-Carbamoyl-L-ornithine,N5-Carbamylornithine,ND-Carbamylornithine,Ndelta-carbamy-ornithine,Ndelta-carbamylornithine,Ngamma-carbamylornithine,Sitrulline,Ureidonorvaline,Ureidovalerate,Ureidovaleric acid",,
295,Uridine,MAM03123,HMDB0000296,"c,l,m,n,e","Nt5c,Nt5c1a,Nt5c1b,Nt5c2,Nt5c3,Nt5c3b,Nt5e,Nt5m,Aicda,Apobec4,Cda","Slc29a1,Slc29a2",,"P2ry6,Htr1a,Htr2a,Tlr7","Uridine,1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2,3,4-tetrahydropyrimidine-2,4-dione,uridine,1-beta-D-Ribofuranosylpyrimidine-2,4(1H,3H)-dione,1-beta-D-Ribofuranosyluracil,beta-Uridine,u,Urd,Uridin,1-b-D-Ribofuranosylpyrimidine-2,4(1H,3H)-dione,1-Β-D-ribofuranosylpyrimidine-2,4(1H,3H)-dione,1-b-D-Ribofuranosyluracil,1-Β-D-ribofuranosyluracil,b-Uridine,Β-uridine,1-b-D-Ribofuranosyl-2,4(1H,3H)-pyrimidinedione,1-beta-delta-Ribofuranosyl-2,4(1H,3H)-pyrimidinedione,1-beta-delta-Ribofuranosyluracil,b-D-Ribofuranoside 2,4(1H,3H)-pyrimidinedione-1,beta-delta-Ribofuranoside 2,4(1H,3H)-pyrimidinedione-1,Allo uridine,Allo-uridine,Allouridine",,
247,Putrescine,MAM02812,HMDB0001414,"c,m,x,e","Odc1,Agmat,Paox,Smox",,Slc3a2 and Slc7a7,"Adrb1,Adrb2","Putrescine,butane-1,4-diamine,putrescine,1,4-Butanediamine,1,4-Butylenediamine,1,4-DIAMINOBUTANE,1,4-Tetramethylenediamine,Butane-1,4-diamine,Butylenediamine,H2N(CH2)4nh2,Putrescin,Putrescina,Putreszin,Tetramethylendiamin,Tetramethylenediamine,1,4-Butanediammonium,Tetramethyldiamine,1,4 Diaminobutane,1,4 Butanediamine",,
282,4-Hydroxyproline,MAM03037,HMDB0000725,"c,m,r,e","P4ha1,P4ha2,P4ha3,(P4ha1 and P4hb),(P4ha2 and P4hb)",,Slc1a4,"Itga1,Itga2,Ddr2","4-Hydroxyproline,(2S,4R)-4-hydroxypyrrolidine-2-carboxylic acid,hypro,(2S,4R)-4-Hydroxy-2-pyrrolidinecarboxylic acid,(2S,4R)-trans-4-Hydroxyproline,delta-Hydroxyproline,Hydroxy-L-proline,Hydroxyproline,Hyp,Hypro,L-4-Hydroxyproline,L-Threo-4-hydroxyproline,trans-Hydroxyproline,trans-L-Hydroxyproline,L-Hydroxyproline,trans-4-Hydroxy-L-proline,(2S,4R)-4-Hydroxy-2-pyrrolidinecarboxylate,Δ-hydroxyproline,(2S,4R)-4-Hydroxypyrrolidine-2-carboxylic acid,(4R)-4-Hydroxy-L-proline,4-Hydroxy-2-pyrrolidinecarboxylic acid,4-Hydroxy-L-proline,4-L-Hydroxyproline,Hydroxiproline,Hydroxy-proline,LS-Hydroxyproline,Oxaceprol,trans-4-Hydroxyproline,4 Hydroxyproline,Oxyproline,(-)-4-Hydroxy-2-pyrrolidinecarboxylic acid,(2S,4R)-(-)-4-Hydroxyproline,(2S,4R)-4-Hydroxyproline,(R)-4-Hydroxy-(S)-proline,(R)-4-Hydroxy-L-proline,(S)-Hydroxyproline,4(R)-Hydroxy-2(S)-pyrrolidinecarboxylic acid,4(R)-Hydroxyproline,4-Hydroxy-(S)-proline,4-trans-Hydroxy-L-proline,L-Hypro,L-trans-4-Hydroxyproline,NSC 46704,trans-L-4-Hydroxyproline",,
288,L-Tyrosine,MAM03101,HMDB0000158,"c,l,m,e","Pah,Alb,Ctsa,Ctsb,Ctsc,Ctsd,Ctse,Ctsf,Ctsg,Ctsh,Ctsk,Ctsl,Ctso,Ctss,Ctsw,Ctsz,Lgmn,Tpp1,Hacd1,Hacd2","(Slc3a2 and Slc7a8),Slc16a10,Slc36a1,Slc43a1,Slc43a2,Slc7a1,Slc7a2,Slc7a3,Slc7a5,Slc7a7","Slc7a5,Slc7a6,Slc3a1 and Slc7a6 and Slc7a9","Erap1,Ar,NA,Pvr","L-Tyrosine,(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid,L-tyrosine,(-)-alpha-Amino-p-hydroxyhydrocinnamic acid,(2S)-2-Amino-3-(4-hydroxyphenyl)propanoic acid,(S)-(-)-Tyrosine,(S)-2-Amino-3-(p-hydroxyphenyl)propionic acid,(S)-3-(p-Hydroxyphenyl)alanine,(S)-alpha-Amino-4-hydroxybenzenepropanoic acid,(S)-Tyrosine,4-Hydroxy-L-phenylalanine,L-Tyrosin,Tyr,TYROSINE,Y,(-)-a-Amino-p-hydroxyhydrocinnamate,(-)-a-Amino-p-hydroxyhydrocinnamic acid,(-)-alpha-Amino-p-hydroxyhydrocinnamate,(-)-Α-amino-p-hydroxyhydrocinnamate,(-)-Α-amino-p-hydroxyhydrocinnamic acid,(2S)-2-Amino-3-(4-hydroxyphenyl)propanoate,(S)-2-Amino-3-(p-hydroxyphenyl)propionate,(S)-a-Amino-4-hydroxybenzenepropanoate,(S)-a-Amino-4-hydroxybenzenepropanoic acid,(S)-alpha-Amino-4-hydroxybenzenepropanoate,(S)-Α-amino-4-hydroxybenzenepropanoate,(S)-Α-amino-4-hydroxybenzenepropanoic acid,(S)-a-Amino-4-hydroxy-benzenepropanoate,(S)-a-Amino-4-hydroxy-benzenepropanoic acid,(S)-alpha-Amino-4-hydroxy-benzenepropanoate,(S)-alpha-Amino-4-hydroxy-benzenepropanoic acid,2-Amino-3-(4-hydroxyphen yl)-2-amino-3-(4-hydroxyphenyl)-propanoate,2-Amino-3-(4-hydroxyphen yl)-2-amino-3-(4-hydroxyphenyl)-propanoic acid,3-(4-Hydroxyphenyl)-L-alanine,Benzenepropanoate,Benzenepropanoic acid,L-p-Tyrosine,p-Tyrosine,L Tyrosine,Tyrosine, L-isomer,Tyrosine, L isomer,Para tyrosine,Para-tyrosine",,
232,Phosphoenolpyruvic acid,MAM02696,HMDB0000263,"c,m,e","Pck1,Pck2",,,Eno1,"Phosphoenolpyruvic acid,2-(phosphonooxy)prop-2-enoic acid,phosphoenolpyruvic acid,2-(Phosphonooxy)-2-propenoic acid,2-PHOSPHOENOLPYRUVIC ACID,PEP,PHOSPHOENOLPYRUVATE,2-(Phosphonooxy)-2-propenoate,2-PHOSPHOENOLPYRUVate,2-Hydroxy-acrylic acid dihydrogen phosphate,2-Phosphonooxyprop-2-enoate,2-Phosphonooxyprop-2-enoic acid,p-enol-Pyruvate,PEP (phosphate)",,
153,Guanosine diphosphate,MAM01948,HMDB0001201,"c,g,m,n,e","Pck1,Pck2,Adss,Adssl1,Uck1,Uck2,Uckl1,Fam20b,Fggy,Fn3k,Fn3krp,Nol9,(Rrm1 and Rrm2 and Rrm2b and Txn2),(Rrm1 and Rrm2 and Rrm2b and Txn1),(Polr3g,Polr3gl) and (Papola,Papolb,Papolg,Tent2) and (Tut1,Tut4,Tut7) and Mtpap and Polr1a and Polr1b and Polr1c and Polr1d and Polr1e and Polr1h and Polr2a and Polr2b and Polr2c and Polr2d and Polr2e and Polr2f and Polr2g and Polr2h and Polr2i and Polr2j and Polr2k and Polr2l and Polr3a and Polr3b and Polr3c and Polr3d and Polr3e and Polr3f and Polr3h and Polr3k and Polrmt,Alg1,Alg2,Alg11,(Dpm1 and Dpm2 and Dpm3),Alg12,Fut8,Fut1,Fut2,Fut4,Fut7,Fut9",,,"P2ry6,Cd74,Ngfr,Fzd3,F2rl3,Pde6a,Plxnc1,Notch3,Pde6h,Egfr,Htr2c,Notch1,Adra2a,Itga1,Csf1r,Pde6d,Kit,Ptgir,Ccr5,Ptger1,F2rl2,Fpr1,Itgb1,P2ry1,Adrb2,S1pr1,Chrm1,Adra1b,P2ry12,P2ry2,Dag1,F2r,Fzd2,Pde6g,Avpr2,Paqr5,Rpsa,Fzd6,NA,H2-M3,Fzd5,Agtr2,Glp1r,Notch4,NA,H2-Bl,Agrn,Mag,Fshr,Adra2c,Cxcr4,Dcc,Tbxa2r,Oprm1,NA,Pde6b,Ntrk1,Fzd4,Ccr3","Guanosine diphosphate,[({[(2R,3S,4R,5R)-5-(2-amino-6-oxo-6,9-dihydro-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]phosphonic acid,{[(2R,3S,4R,5R)-5-(2-amino-6-oxo-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy(hydroxy)phosphoryl}oxyphosphonic acid,Guanosine 5'-diphosphate,Guanosine 5'-diphosphoric acid,Guanosine diphosphoric acid,5'-GDP,GDP,Guanosine 5'-(trihydrogen pyrophosphate),Guanosine 5'-pyrophosphate,Guanosine mono(trihydrogen diphosphate),Guanosine pyrophosphate,Guanosine-5'-diphosphate,Guanosine-diphosphate,PpG,5'-Diphosphate, guanosine,Diphosphate, guanosine 5'-trihydrogen,Guanosine 5' diphosphate,Guanosine 5' trihydrogen diphosphate,5'-Trihydrogen diphosphate, guanosine,Diphosphate, guanosine,Guanosine 5'-trihydrogen diphosphate",,
