"","Compounds","GEM_id","HMDB_id","Cell_Compartment","Synthetic_genes","Transporter_genes","Transporter_genes_in","Receptor_genes","Synonyms","Synthetic_genes_lv2","precursor_transport"
"195","Retinal","MAM00290","HMDB0001358","c","RBP2,RBP1","","","RGR","Retinal,(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenal,retinaldehyde,all-trans-Retinaldehyde,all-trans-Retinene,all-trans-Vitamin a aldehyde,Retinaldehyde,Retinene,Vitamin a aldehyde,all-trans-Retinal,Aldehyde, vitamin a,Axerophthal,11 cis Retinal,11-cis-Retinal,3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenal,all-e-Retinal,all-epsilon-Retinal,alpha-Retinene,e-Retinal,epsilon-Retinal,Retinene 1,trans-Retinal,trans-Vitamin a aldehyde,Vitamin a1 aldehyde","",""
"196","Flavin mononucleotide","MAM01828","HMDB0001520","c,e,r,i","RFK,ENPP3,ENPP1,CYP2E1","","","CAV1","Flavin mononucleotide,{[(2R,3S,4S)-5-{7,8-dimethyl-2,4-dioxo-2H,3H,4H,10H-benzo[g]pteridin-10-yl}-2,3,4-trihydroxypentyl]oxy}phosphonic acid,riboflavin 5'-phosphate,Riboflavin 5'-(dihydrogen phosphate),Riboflavin 5'-monophosphate,Riboflavin 5'-phosphate,Riboflavin monophosphate,Riboflavin-5-phosphate,Riboflavine dihydrogen phosphate,Riboflavin 5'-(dihydrogen phosphoric acid),Riboflavin 5'-monophosphoric acid,Riboflavin 5'-phosphoric acid,Riboflavin monophosphoric acid,Riboflavin-5-phosphoric acid,Riboflavine dihydrogen phosphoric acid,Flanin,Flavine mononucleotide,Flavol,FMN,Riboflavin,Riboflavin mononucleotide,Riboflavin phosphate,Riboflavin-5'-phosphate na,Riboflavine 5'-monophosphate,Riboflavine 5'-phosphate,Riboflavine monophosphate,Riboflavine phosphate,Riboflavine-5'-phosphate,Vitamin b2 phosphate,5'-monoPhosphate, riboflavin,5'-Phosphate, riboflavin,Flavin mononucleotide sodium salt,Mononucleotide, riboflavin,Flavin mononucleotide monosodium salt,Flavin mononucleotide monosodium salt, dihydrate,Phosphate, sodium riboflavin,Riboflavin 5' phosphate,Riboflavin phosphate, sodium,Mononucleotide, flavin,Riboflavin 5' monophosphate,Flavin mononucleotide disodium salt,Sodium riboflavin phosphate","",""
"197","Vitamin A","MAM00291","HMDB0000305","c,e","RPE65","","","NR0B2,ABCB4,VDR,STRA6","Vitamin A,(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraen-1-ol,α-sol,(2E,4E,6E,8E)-3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraen-1-ol,all-trans-Retinyl alcohol,all-trans-Vitamin a alcohol,Alphalin,Chocola a,Retinol,Vitamin a1,Aquasol a,(all-e)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraen-1-ol,all-trans-Retinol,b-Retinol,beta-Retinol,trans-Retinol,3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraen-1-ol, (all-e)-isomer,all trans Retinol,11-cis-Retinol,Vitamin a","",""
"198","Formaldehyde","MAM01831","HMDB0001426","c,l,m,x,e,r","SARDH,PIPOX,DMGDH,AOC1,AOC3,AOC2,PRDX6,EPX,CAT,PXDN,LPO,ADHFE1,ADH6,ZADH2,ADH1A,ADH7,ADH1B,ADH5,ADH4,ADH1C,MPO,TPO,CYP3A4","","","TRPA1,TACR1,IL2RA,TRPV1","Formaldehyde,formaldehyde,Formaldehyd,FORMALIN,Methanal,Methylene oxide,Oxomethane,Oxomethylene,Hyperband,Formol,Methaldehyde,Methylene glycol,Aldeide formica,Fannoform,Formalina,Formaline,Formalith,Formic aldehyde,Paraform","",""
"199","Gluconic acid","MAM01683","HMDB0000625","c,e","SAT1,SAT2","","","P2RX4","Gluconic acid,(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoic acid,gluconate,(2R,3S,4R,5R)-2,3,4,5,6-Pentahydroxyhexanoic acid,D-Gluco-hexonic acid,D-Gluconsaeure,D-Glukonsaeure,Dextronic acid,Glycogenic acid,Hexonic acid,Maltonic acid,D-Gluconate,(2R,3S,4R,5R)-2,3,4,5,6-Pentahydroxyhexanoate,D-Gluco-hexonate,Dextronate,Glycogenate,Hexonate,Maltonate,D-Gluconic acid,Gluconate,2,3,4,5,6-Pentahydroxy-hexanoate,2,3,4,5,6-Pentahydroxy-hexanoic acid,2,3,4,5,6-Pentahydroxyhexanoate,2,3,4,5,6-Pentahydroxyhexanoic acid,GCO,Glosanto,Glyconate,Glyconic acid,Pentahydroxycaproate,Pentahydroxycaproic acid,Boron gluconate,Gluconic acid, (113)indium-labeled,Gluconic acid, calcium salt,Gluconic acid, cesium(+3) salt,Gluconic acid, lanthanum(+3) salt,Gluconic acid, sodium salt,Gluconic acid, strontium (2:1) salt,Magnerot,Manganese gluconate,Sodium gluconate,Zinc gluconate,Gluconic acid, (159)dysprosium-labeled salt,Gluconic acid, aluminum (3:1) salt,Gluconic acid, ammonium salt,Gluconic acid, magnesium (2:1) salt,Gluconic acid, (14)C-labeled,Gluconic acid, 1-(14)C-labeled,Gluconic acid, 6-(14)C-labeled,Gluconic acid, cobalt (2:1) salt,Gluconic acid, copper salt,Gluconic acid, manganese (2:1) salt,Gluconic acid, potassium salt,Gluconic acid, tin(+2) salt,Gluconic acid, zinc salt,Lithium gluconate,Magnesium gluconate,Gluconic acid, (99)technecium (5+) salt,Gluconic acid, fe(+2) salt, dihydrate,Gluconic acid, monolithium salt,Gluconic acid, monopotassium salt,Gluconic acid, monosodium salt","",""
"200","7-Dehydrocholesterol","MAM02805","HMDB0000032","c,r,e","SC5D,CYP7A1","","","SMO","7-Dehydrocholesterol,(1S,2R,5S,11R,14R,15R)-2,15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-7,9-dien-5-ol,(3beta)-Cholesta-5,7-dien-3-ol,5,7-Cholestadien-3-beta-ol,5,7-Cholestadien-3beta-ol,Provitamin D3,Cholesta-5,7-dien-3beta-ol,(3b)-Cholesta-5,7-dien-3-ol,(3Β)-cholesta-5,7-dien-3-ol,5,7-Cholestadien-3-b-ol,5,7-Cholestadien-3-β-ol,5,7-Cholestadien-3b-ol,5,7-Cholestadien-3β-ol,Cholesta-5,7-dien-3b-ol,Cholesta-5,7-dien-3β-ol,(-)-7-Dehydrocholesterol,10,13-Dimethyl-17-(6-methylheptan-2-yl)-2,3,4,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol,17-(1,5-Dimethylhexyl)-10,13-dimethyl-2,3,4,9,10,11,12,13,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol,5,7-Cholestandien-3-ol,5,7-Cholestandien-3beta-ol,7,8-Dehydro-cholesterol,7,8-Didehydrocholesterol,7-Dehydro-cholesterol,7-Dehydrocholesterin,7DHC,Cholesta-5,7-dien-3 beta -ol,Cholesta-5,7-dien-3-beta-ol,Cholesta-5,7-dien-3-ol,Dehydrocholesterin,Dehydrocholesterol,Delta5,7-Cholestadien-3beta-ol,Delta5,7-Cholesterol,Delta7-Cholesterol,Provitamin-D3,Provitamin D(3),Cholesta-5,7-dien-3 beta-ol,7-Dehydrocholesterol, (3beta,10alpha)-isomer,7-Dehydrocholesterol, (3beta,9beta,10alpha)-isomer,7-DHC,7-Dehydrocholesterol, (3alpha)-isomer,7-Dehydrocholesterol, (3beta,9beta)-isomer","",""
"201","Glycine","MAM01986","HMDB0000123","c,l,m,x,e,r","SHMT1,SHMT2","SLC6A9,SLC6A5","SLC7A5,SLC7A10,SLC3A2,SLC7A6","GPRC6A,GRIN2A,NR2A,GLRA2,CXCR4,GRIN3B,GRIN2D,GLRB,GLRA3,GRIN2C,HTR2B,DPP8,HLA-DQA1,GPR18,PTPRD,PTPRF,GRIN3A,ABCB10,NTSR1,GRIN1,HLA-DQB1,PVR,GLRA1","Glycine,2-aminoacetic acid,glycine,Aminoacetic acid,Aminoessigsaeure,Aminoethanoic acid,G,Gly,Glycin,Glycocoll,Glykokoll,Glyzin,H2N-CH2-COOH,Hgly,Leimzucker,Aminoacetate,Aminoethanoate,2-Aminoacetate,2-Aminoacetic acid,Aciport,Amino-acetate,Amino-acetic acid,Glicoamin,Glycolixir,Glycosthene,Gyn-hydralin,Padil,Glycine carbonate (1:1), monosodium salt,Glycine carbonate (2:1), monopotassium salt,Glycine sulfate (3:1),Glycine, monoammonium salt,Glycine, monosodium salt,Glycine, sodium hydrogen carbonate,Monoammonium salt glycine,Calcium salt glycine,Glycine hydrochloride (2:1),Glycine phosphate (1:1),Glycine, monopotasssium salt,Monopotasssium salt glycine,Monosodium salt glycine,Glycine carbonate (2:1), monolithium salt,Glycine carbonate (2:1), monosodium salt,Glycine hydrochloride,Glycine, copper salt,Hydrochloride, glycine,Salt glycine, monoammonium,Acid, aminoacetic,Cobalt salt glycine,Copper salt glycine,Glycine phosphate,Glycine, calcium salt,Glycine, calcium salt (2:1),Glycine, cobalt salt,Phosphate, glycine,Salt glycine, monosodium","",""
"202","Ammonium","MAM02579","HMDB0041827","c,m,e,r,n,x","SIRT2,SIRT6,ACER3,SIRT1,SIRT5,OARD1,ACY3,MACROD1,,SIRT3,WDYHV1,NTAN1,MACROD2,SIRT7,PADI2,PADI3,PADI1,PADI4,PADI6,TGM1,TGM5,F13A1,TGM3,F13B,TGM7,TGM4,TGM6,TGM2,LOX,LOXL2,AOC1,AOC3,AOC2,UPB1","RHAG","RHAG,RHBG","TNFRSF17,ESR1,FCGRT,TRAF2,LRP6,ITGA2B,ITGA1,PGLYRP3,ITGA2,CRHR2,ESR2,TLR4,TGFBR1,TRPV1,GRIK1,GRIK2,IGLL5","Ammonium,azanium,[NH4](+),Ammonium cation,Ammonium ion,Ammonium(1+),NH4+,NH4(+),Ammonia ion,Ammonium chloride,Azanium,[NH4]+,Ammonium compounds","",""
"203","Spermine","MAM02926","HMDB0001256","c,x,e","SMS,SRM","SLC22A1","","GRIN2B,CASR,SMO,GJC1,ADRB1,ADRB2","Spermine,(3-aminopropyl)({4-[(3-aminopropyl)amino]butyl})amine,spermine,4,9-Diaza-1,12-dodecanediamine,4,9-Diazadodecane-1,12-diamine,N,N'-bis(3-aminopropyl)-1,4-butanediamine,1,5,10,14-Tetraazatetradecane,4,9-Diazadodecamethylenediamine,Diaminopropyl-tetramethylenediamine,Diaminopropyltetramethylenediamine,Gerontine,Musculamine,N,N'-bis(3-aminopropyl)-1,4-tetramethylenediamine,N,N'-bis(3-aminopropyl)butane-1,4-diamine,N1,N4-Bis(3-aminopropyl)-1,4-butanediamine,Neuridine,Spermin,Spermine dihydrate,Spermine puriss,SPM","",""
"204","Sphingosine 1-phosphate","MAM02930","HMDB0000277","c,r,e,n","SPHK2,DBP,SPHK1","ABCC1,ABCA1","","S1PR1,S1PR2,S1PR3,S1PR4,S1PR5,GPR12,GPR3,GPR63,P2RY10,ERBB2,EGFR,CXCR1,F2R","Sphingosine 1-phosphate,{[(2S,3R,4E)-2-amino-3-hydroxyoctadec-4-en-1-yl]oxy}phosphonic acid,sphingosine 1-phosphate,(2-Amino-3-hydroxy-octadec-4-enoxy)phosphonic acid,(2S,3R,4E)-2-Amino-4-octadecene-1,3-diol 1-(dihydrogen phosphate),C18-Sphingosine 1-phosphate,D-Erythro-sphingosine 1-phosphate,S1P,Sphing-4-enine 1-phosphate,Sphingosine 1-phosphic acid,Sphingosine-1-phosphate,(2-Amino-3-hydroxy-octadec-4-enoxy)phosphonate,(2S,3R,4E)-2-Amino-4-octadecene-1,3-diol 1-(dihydrogen phosphoric acid),C18-Sphingosine 1-phosphoric acid,D-Erythro-sphingosine 1-phosphoric acid,Sphing-4-enine 1-phosphoric acid,Sphingosine 1-phosphoric acid,Sphingosine-1-phosphoric acid,S1p Compound","",""
"205","Tetrahydrobiopterin","MAM02978","HMDB0000027","c,n,e","SPR","","","SELP,CAV1","Tetrahydrobiopterin,(6R)-2-amino-6-[(1R,2S)-1,2-dihydroxypropyl]-1,4,5,6,7,8-hexahydropteridin-4-one,tetrahydrobiopterin,(-)-(6R)-2-Amino-6-((1R,2S)-1,2-dihydroxypropyl)-5,6,7,8-tetrahydro-4(3H)-pteridinone,(6R)-L-Erythro-5,6,7,8-tetrahydrobiopterin,(6R)-L-Erythro-tetrahydrobiopterin,2-Amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydoro-4(1H)-pteridinone,5,6,7,8-Tetrahydrobiopterin,6R-5,6,7,8-Tetrahydrobiopterin,6R-BH4,6R-L-5,6,7,8-Tetrahydrobiopterin,R-THBP,Sapropterina,Sapropterinum,5,6,7,8-erythro-Tetrahydrobiopterin,5,6,7,8-tetrahydro-L-Erythrobiopterin,5,6,7,8-Tetrahydrobiopterin, (S-(r*,s*))-isomer,5,6,7,8-Tetrahydrodictyopterin,6R-L-erythro-5,6,7,8-Tetrahydrobiopterin,BPH4,D-threo-Tetrahydrobiopterin,THBP,Kuvan,Phenylalanine hydroxylase cofactor,Sapropterin dihydrochloride,tetrahydro-6-Biopterin,2',4',5'-Trihydroxybutyrophenone,Sapropterin,Trihydroxybutyrophenone,1-Butanone, 1-(2,4,5-trihydroxyphenyl),2,4,5-Trihydroxybutyrophenone,(6R)-5,6,7,8-Tetrahydro-L-biopterin,(6R)-5,6,7,8-Tetrahydrobiopterin,(6R)-Tetrahydrobiopterin,2-Amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydro-4(3H)-pteridinone,6R-Tetrahydro-L-biopterin,6beta-5,6,7,8-Tetrahydro-L-biopterin,6β-5,6,7,8-Tetrahydro-L-biopterin,L-erythro-Tetrahydrobiopterin,(6R)-2-Amino-6-[(1R,2S)-1,2-dihydroxypropyl]-5,6,7,8-tetrahydro-4(1H)-pteridinone","",""
"206","5a-Pregnane-3,20-dione","MAM01072","HMDB0003759","c,e","Srd5a1,Srd5a2","","","GPBAR1,NR1I3,RXRA,NR1I2","5a-Pregnane-3,20-dione,(1S,2S,7S,10R,11S,14S,15S)-14-acetyl-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-5-one,5a-pregnane-3,20-dione,3,20-Allopregnanedione,3,20-Dioxo-5alpha-pregnane,5-alpha-Dihydroprogesterone,5alpha-Dihydroprogesterone,3,20-Dioxo-5a-pregnane,3,20-Dioxo-5α-pregnane,5-a-Dihydroprogesterone,5-Α-dihydroprogesterone,5a-Dihydroprogesterone,5Α-dihydroprogesterone,5-alpha-Pregnane-3,20-dione,5a-Pregnan-3,20-dione,5alpha-Pregnan-3,20-dione,5alpha-Pregnane-3,20-dione,5b-Pregnane-3,20-dione,5beta-Pregnane-3,20-dione,Allopregnan-3,20-dione,Pregnane-3,20-dione,5 alpha Dihydroprogesterone,5 beta Pregnane 3,20 dione,5 beta-Pregnane-3,20-dione,5-beta-Dihydroprogesterone,5alpha-DHP,3,20-Allopregnanedione, (5beta,13alpha,17alpha)-isomer,5 alpha Pregnanedione,5alpha DHP,5alpha Pregnane 3,20 dione,5beta DHP,5beta-DHP,3,20 Allopregnanedione,3,20-Allopregnanedione, (5alpha)-isomer,5 alpha Pregnane 3,20 dione,5 alpha-Dihydroprogesterone,5 alpha-Pregnane-3,20-dione,5 beta Dihydroprogesterone,5-alpha-Pregnanedione","",""
"207","Spermidine","MAM02923","HMDB0001257","c,x,e","SRM,SMOX,PAOX","SLC22A1","","EGFR,CD40LG,ADRB1,ADRB2","Spermidine,(4-aminobutyl)(3-aminopropyl)amine,spermidine,1,5,10-Triazadecane,4-Azaoctamethylenediamine,4-Azaoctane-1,8-diamine,N-(3-Aminopropyl)-1,4-butane-diamine,Spermidin,1,8-Diamino-4-azaoctane,Aminopropylbutandiamine,N-(3-Aminopropyl)-1,4-butanediamine,N-(3-Aminopropyl)-1,4-diamino-butane,N-(3-Aminopropyl)-1,4-diaminobutane,N-(3-Aminopropyl)-4-aminobutylamine,N-(4-Aminobutyl)-1,3-diaminopropane,N-(gamma-Aminopropyl)tetramethylenediamine,SPD","",""
"208","Cholesterol","MAM01450","HMDB0000067","c,g,l,m,r,e,n","STS,DHCR24,DHCR7,,","NPC1L1,ABCA1,ABCG1","","ABCG1,NR1H3,NR3C1,SELL,SMO,NR1H2,SDC1,ADAM10,RORA,SCARB1,PPARA,GPC1,SCARB2,ABCB4,ABCA10,FLT1,APP,PPARG,PTGIR,GPC2,LRP8,SDC2,CD36,OLR1,P4HB,CAV1,SDC3,GPC4,SDC4,ABCA1,GPC6,GPC5,AGRN,GPC3,NR1H4,LDLR,CLEC4E,NR1I3,RXRA,VDR","Cholesterol,(1S,2R,5S,10S,11S,14R,15R)-2,15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-5-ol,(3beta,14beta,17alpha)-Cholest-5-en-3-ol,Cholest-5-en-3beta-ol,Cholesterin,(3b,14b,17a)-Cholest-5-en-3-ol,(3Β,14β,17α)-cholest-5-en-3-ol,Cholest-5-en-3b-ol,Cholest-5-en-3β-ol,(3Β)-cholest-5-en-3-ol,(3beta)-Cholest-5-en-3-ol,3Β-hydroxycholest-5-ene,3beta-Hydroxycholest-5-ene,5:6-Cholesten-3β-ol,5:6-Cholesten-3beta-ol,(-)-Cholesterol,Cholesterine,Cholesterol base H,Cholesteryl alcohol,Cholestrin,Cholestrol,Cordulan,Dastar,Dusoline,Dusoran,Dythol,Fancol CH,Hydrocerin,Kathro,Lanol,Super hartolan,Tegolan,delta5-Cholesten-3beta-ol,Δ5-Cholesten-3β-ol","",""
"209","Sulfate","MAM02946","HMDB0001448","c,l,m,r,e,g","STS,SUOX,ARSD,ARSE,ARSA,ARSB,HEXB,HYAL2,HYAL4,SPAM1,HYAL1,HEXDC,HYAL3,HEXA,IDS,CTSA,GALNS,GLB1,GNS,SGSH","","SLC26A6,SLC4A1,SLC22A6,SLC22A7,SLC22A8,SLC22A11","M6PR,CD4,TNFRSF1A,EPHA8,FAP,PILRA,ITGB4,ESR1,MADCAM1,RIPK3,GUCY2F,TLR8,FCGRT,APLP1,STX1A,EFNB3,CD38,CD69,CLEC4A,GHR,NKTR,ENO1,ACVR2A,TREM1,NECTIN2,RAMP1,GUCY2D,ANXA1,ENPP2,THBS1,ADAM10,ITGAV,CDH1,NEO1,ITGA2B,CDON,ACVR1,CD81,CDH15,CDH3,FCER2,GRIA2,GLRB,THRA,ICAM1,NRP1,ERBB3,IGF1R,ERBB2,FCGR2A,EPHA5,MYLK4,EGFR,NTRK2,NOTCH1,ST14,AIP,CNTN5,SIRPB1,GRIA4,GRM1,CD8A,CXADR,APP,AR,CSF1R,PPARG,KIT,IL10RB,PGLYRP3,FRZB,MST1R,TLR3,TNFRSF21,ANPEP,AXL,INSR,FAS,ADRB2,IL7R,GP6,ADAM17,CD200R1,HAVCR2,CD46,CD55,NCAM1,MARCO,CD276,ADGRL2,PGR,P4HB,GP1BA,PDE4B,EPHB3,F3,UNC5B,EPHA3,IL21R,PLAUR,HLA-DQA1,FGFR3,ACVR2B,ADGRL1,NPR2,NR3C2,TRPV2,ERBB4,NBR1,ESR2,PDE4D,BOC,HTR3A,RET,THRB,ITGAL,IGF2R,ENPP3,EPHB4,PTPRF,HLA-DRB1,MSN,DPP4,ENPP1,GRM3,CD47,LDLR,MR1,CD244,CD48,FCER1A,CD1B,CD1D,IL6R,NPR1,EPHA7,TPBG,GRIN1,IL13RA1,FIBCD1,IL2RG,BMPR2,EPHB2,TGFBR1,ROR2,HLA-E,HLA-A,THBD,TRPM3,TNFRSF4,TEK,RYR3,CALCRL,PDCD10,CD79B,ANXA4,CRCP,EPHB1,HLA-DQB1,TRPV1,GRIK1,GP1BB,NCAM2,FSHR,NR1H3,DCC,BCAP31,FGFR1,GFRA1,GRIK2,CD44,UNC5C,FGFR2,PDCD6,PTPRG,SRPRB,ROBO1,ADGRL3,GFRA2,IGLL5,PDE10A,NR1H4,TNFRSF11A","Sulfate,sulfuric acid,[S(OH)2O2],[SO2(OH)2],Acide sulfurique,Acido sulfurico,Acidum sulfuricum,H2SO4,Schwefelsaeureloesungen,Sulphuric acid,Sulfuric acid,Acide sulphurique,Acido sulphurico,Acidum sulphuricum,Sulphate","",""
"210","Indoxyl sulfate","MAM03703","HMDB0000682","c,e","SULT1A1","","","ICAM1,CADM1,AHR","Indoxyl sulfate,(1H-indol-3-yl)oxidanesulfonic acid,3-sulfooxy-1H-indole,3-Indolyl hydrogen sulfate,3-Indolyl sulfate,3-Indoxyl sulfate,3-Indoxylsulfuric acid,Indican,indol-3-yl Hydrogen sulfate,indol-3-yl Sulfate,indol-3-yl Sulphate,Indoxyl sulfic acid,Indoxyl sulphate,Indoxyl-3-sulphate,Indoxylsulfuric acid,3-Indolyl hydrogen sulfuric acid,3-Indolyl hydrogen sulphate,3-Indolyl hydrogen sulphuric acid,3-Indolyl sulfuric acid,3-Indolyl sulphate,3-Indolyl sulphuric acid,3-Indoxyl sulfuric acid,3-Indoxyl sulphate,3-Indoxyl sulphuric acid,3-Indoxylsulfate,3-Indoxylsulphate,3-Indoxylsulphuric acid,indol-3-yl Hydrogen sulfuric acid,indol-3-yl Hydrogen sulphate,indol-3-yl Hydrogen sulphuric acid,indol-3-yl Sulfuric acid,indol-3-yl Sulphuric acid,Indoxyl sulfuric acid,Indoxyl sulphuric acid,Indoxyl-3-sulfate,Indoxyl-3-sulfuric acid,Indoxyl-3-sulphuric acid,Indoxylsulfate,Indoxylsulphate,Indoxylsulphuric acid,1H-indol-3-yl Hydrogen sulfate,1H-indol-3-yl Hydrogen sulphate,indol-3-Ol,Indican monosodium salt,Monopotassium salt, indican,Monosodium salt, indican,Sulfate, indoxyl,Indican monopotassium salt,1H-indol-3-Ol hydrogen sulfate ester,3-Sulphooxy-1H-indole","CYP 20.00",""
"211","Sulfite","MAM02949","HMDB0000240","c,m,e,l,n","SULT1A3,TPO,PRDX6,MPO","","","UNC5B,UNC5C","Sulfite,sulfurous acid,[SO(OH)2],Acide sulfureux,Acido sulfuroso,H2SO3,S(O)(OH)2,Schweflige saeure,Sulphurous acid,Sulfurous acid,Acide sulphureux,Acido sulphuroso,Sulphite,Sulfur dioxide solution,Sulfuric(IV) acid (H2SO3),Hydrogen sulfite","",""
