,Compounds,GEM_id,HMDB_id,Cell_Compartment,Synthetic_genes,Transporter_genes,Transporter_genes_in,Receptor_genes,Synonyms,Synthetic_genes_lv2,precursor_transport
180,L-Proline,MAM02770,HMDB0000162,"c,l,m,e,r","pycr1a,pycr3,pycr1b,ctsa,ctsba,ctsc,ctsd,ctsf,ctsh,ctsk,ctsla,ctslb,ctsll,ctso,ctss2.1,ctss2.2,ctsz,gzm3,gzm3.2,gzm3.3,gzm3.4,lgmn,si:dkey-239j18.2,si:dkey-239j18.3,si:dkey-269i1.4,tpp1,zgc:174153,zgc:174154,hacd1,hacd2","slc36a1,slc43a1a,slc43a1b,slc43a2a,slc43a2b,slc7a1b,slc7a2,slc7a3a,slc7a5,slc7a7,slc7a8a","slc7a5,abca1a,abca1b,slc7a6,slc3a1 and slc7a6 and slc7a9,slc1a4","zgc:113337,zgc:172122,sc:d189,si:ch211-214p13.3,si:ch211-222f23.6,si:ch211-141e20.2,si:ch73-22o12.1,pvrl2l","L-Proline,(2S)-pyrrolidine-2-carboxylic acid,L-proline,(-)-(S)-Proline,(-)-2-Pyrrolidinecarboxylic acid,(-)-Proline,(2S)-Pyrrolidine-2-carboxylic acid,(S)-2-Carboxypyrrolidine,(S)-2-Pyrrolidinecarboxylic acid,(S)-Pyrrolidine-2-carboxylic acid,2-Pyrrolidinecarboxylic acid,L-(-)-Proline,L-alpha-Pyrrolidinecarboxylic acid,L-Prolin,L-Pyrrolidine-2-carboxylic acid,P,Prolina,PROLINE,Prolinum,(-)-2-Pyrrolidinecarboxylate,(2S)-Pyrrolidine-2-carboxylate,(S)-2-Pyrrolidinecarboxylate,(S)-Pyrrolidine-2-carboxylate,2-Pyrrolidinecarboxylate,L-a-Pyrrolidinecarboxylate,L-a-Pyrrolidinecarboxylic acid,L-alpha-Pyrrolidinecarboxylate,L-Α-pyrrolidinecarboxylate,L-Α-pyrrolidinecarboxylic acid,L-Pyrrolidine-2-carboxylate,(S)-(-)-Proline,(S)-(-)-Pyrrolidine-2-carboxylate,(S)-(-)-Pyrrolidine-2-carboxylic acid,(S)-2-Pyrralidinecarboxylate,(S)-2-Pyrralidinecarboxylic acid,(S)-Proline,L Proline",NA,NA
5,Retinal,MAM00290,HMDB0001358,c,"rbp1.2,rbp2a",NA,NA,"rgra,rgrb","Retinal,(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenal,retinaldehyde,all-trans-Retinaldehyde,all-trans-Retinene,all-trans-Vitamin a aldehyde,Retinaldehyde,Retinene,Vitamin a aldehyde,all-trans-Retinal,Aldehyde, vitamin a,Axerophthal,11 cis Retinal,11-cis-Retinal,3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenal,all-e-Retinal,all-epsilon-Retinal,alpha-Retinene,e-Retinal,epsilon-Retinal,Retinene 1,trans-Retinal,trans-Vitamin a aldehyde,Vitamin a1 aldehyde",NA,NA
108,Flavin mononucleotide,MAM01828,HMDB0001520,"c,x,e,r,i","rfk,enpp1,cyp2y3,nudt12,dhodh",NA,NA,cav1,"Flavin mononucleotide,{[(2R,3S,4S)-5-{7,8-dimethyl-2,4-dioxo-2H,3H,4H,10H-benzo[g]pteridin-10-yl}-2,3,4-trihydroxypentyl]oxy}phosphonic acid,riboflavin 5'-phosphate,Riboflavin 5'-(dihydrogen phosphate),Riboflavin 5'-monophosphate,Riboflavin 5'-phosphate,Riboflavin monophosphate,Riboflavin-5-phosphate,Riboflavine dihydrogen phosphate,Riboflavin 5'-(dihydrogen phosphoric acid),Riboflavin 5'-monophosphoric acid,Riboflavin 5'-phosphoric acid,Riboflavin monophosphoric acid,Riboflavin-5-phosphoric acid,Riboflavine dihydrogen phosphoric acid,Flanin,Flavine mononucleotide,Flavol,FMN,Riboflavin,Riboflavin mononucleotide,Riboflavin phosphate,Riboflavin-5'-phosphate na,Riboflavine 5'-monophosphate,Riboflavine 5'-phosphate,Riboflavine monophosphate,Riboflavine phosphate,Riboflavine-5'-phosphate,Vitamin b2 phosphate,5'-monoPhosphate, riboflavin,5'-Phosphate, riboflavin,Flavin mononucleotide sodium salt,Mononucleotide, riboflavin,Flavin mononucleotide monosodium salt,Flavin mononucleotide monosodium salt, dihydrate,Phosphate, sodium riboflavin,Riboflavin 5' phosphate,Riboflavin phosphate, sodium,Mononucleotide, flavin,Riboflavin 5' monophosphate,Flavin mononucleotide disodium salt,Sodium riboflavin phosphate",NA,NA
6,Vitamin A,MAM00291,HMDB0000305,"c,e",rpe65a,NA,NA,"nr0b2b,nr0b2a,gpc1a,gpc1b,abcb4,gpc2,sdc2,CABZ01080702.1,gpc4,sdc4,gpc6a,gpc6b,gpc5a,agrn,gpc3,VDR,vdra,vdrb,stra6","Vitamin A,(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraen-1-ol,α-sol,(2E,4E,6E,8E)-3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraen-1-ol,all-trans-Retinyl alcohol,all-trans-Vitamin a alcohol,Alphalin,Chocola a,Retinol,Vitamin a1,Aquasol a,(all-e)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraen-1-ol,all-trans-Retinol,b-Retinol,beta-Retinol,trans-Retinol,3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraen-1-ol, (all-e)-isomer,all trans Retinol,11-cis-Retinol,Vitamin a",NA,NA
97,Deoxyuridine triphosphate,MAM01756,HMDB0001191,"c,m,n","rrm1 and rrm2 and rrm2b and txn2,rrm1 and rrm2 and rrm2b and txn,nme2b.1,nme3,nme4,nme6,nme7",NA,NA,"p2ry2.3,p2ry2.1,p2ry2.2","Deoxyuridine triphosphate,({[({[(2R,3S,5R)-5-(2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)phosphonic acid,dUTP,2'-Deoxyuridine 5'-triphosphate,2'-Deoxyuridine 5'-triphosphoric acid,Deoxyuridine triphosphoric acid,2'-Deoxyuridine-5'-triphosphorate,2'-Deoxyuridine-5'-triphosphoric acid,2'-Deoxyuridine-5'-triphosphoric acid = dUTP,Deoxy-UTP,Deoxyuridine-5'-triphosphate,2'-Deoxyuridine 5'-(tetrahydrogen triphosphate),2'-deoxy-UTP,2’-Deoxyuridine 5’-(tetrahydrogen triphosphate),2’-Deoxyuridine 5’-triphosphate,2’-deoxy-UTP,Deoxyuridine 5'-triphosphate,Deoxyuridine 5’-triphosphate",NA,NA
91,Gluconic acid,MAM01683,HMDB0000625,"c,e","sat2a,sat2b,sat1a.1,sat1a.2,sat1b",NA,NA,"p2rx4a,p2rx4b","Gluconic acid,(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanoic acid,gluconate,(2R,3S,4R,5R)-2,3,4,5,6-Pentahydroxyhexanoic acid,D-Gluco-hexonic acid,D-Gluconsaeure,D-Glukonsaeure,Dextronic acid,Glycogenic acid,Hexonic acid,Maltonic acid,D-Gluconate,(2R,3S,4R,5R)-2,3,4,5,6-Pentahydroxyhexanoate,D-Gluco-hexonate,Dextronate,Glycogenate,Hexonate,Maltonate,D-Gluconic acid,Gluconate,2,3,4,5,6-Pentahydroxy-hexanoate,2,3,4,5,6-Pentahydroxy-hexanoic acid,2,3,4,5,6-Pentahydroxyhexanoate,2,3,4,5,6-Pentahydroxyhexanoic acid,GCO,Glosanto,Glyconate,Glyconic acid,Pentahydroxycaproate,Pentahydroxycaproic acid,Boron gluconate,Gluconic acid, (113)indium-labeled,Gluconic acid, calcium salt,Gluconic acid, cesium(+3) salt,Gluconic acid, lanthanum(+3) salt,Gluconic acid, sodium salt,Gluconic acid, strontium (2:1) salt,Magnerot,Manganese gluconate,Sodium gluconate,Zinc gluconate,Gluconic acid, (159)dysprosium-labeled salt,Gluconic acid, aluminum (3:1) salt,Gluconic acid, ammonium salt,Gluconic acid, magnesium (2:1) salt,Gluconic acid, (14)C-labeled,Gluconic acid, 1-(14)C-labeled,Gluconic acid, 6-(14)C-labeled,Gluconic acid, cobalt (2:1) salt,Gluconic acid, copper salt,Gluconic acid, manganese (2:1) salt,Gluconic acid, potassium salt,Gluconic acid, tin(+2) salt,Gluconic acid, zinc salt,Lithium gluconate,Magnesium gluconate,Gluconic acid, (99)technecium (5+) salt,Gluconic acid, fe(+2) salt, dihydrate,Gluconic acid, monolithium salt,Gluconic acid, monopotassium salt,Gluconic acid, monosodium salt",NA,NA
187,7-Dehydrocholesterol,MAM02805,HMDB0000032,"c,r,e","sc5d,cyp7a1,nvd-Dr",NA,NA,smo,"7-Dehydrocholesterol,(1S,2R,5S,11R,14R,15R)-2,15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadeca-7,9-dien-5-ol,(3beta)-Cholesta-5,7-dien-3-ol,5,7-Cholestadien-3-beta-ol,5,7-Cholestadien-3beta-ol,Provitamin D3,Cholesta-5,7-dien-3beta-ol,(3b)-Cholesta-5,7-dien-3-ol,(3Β)-cholesta-5,7-dien-3-ol,5,7-Cholestadien-3-b-ol,5,7-Cholestadien-3-β-ol,5,7-Cholestadien-3b-ol,5,7-Cholestadien-3β-ol,Cholesta-5,7-dien-3b-ol,Cholesta-5,7-dien-3β-ol,(-)-7-Dehydrocholesterol,10,13-Dimethyl-17-(6-methylheptan-2-yl)-2,3,4,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol,17-(1,5-Dimethylhexyl)-10,13-dimethyl-2,3,4,9,10,11,12,13,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol,5,7-Cholestandien-3-ol,5,7-Cholestandien-3beta-ol,7,8-Dehydro-cholesterol,7,8-Didehydrocholesterol,7-Dehydro-cholesterol,7-Dehydrocholesterin,7DHC,Cholesta-5,7-dien-3 beta -ol,Cholesta-5,7-dien-3-beta-ol,Cholesta-5,7-dien-3-ol,Dehydrocholesterin,Dehydrocholesterol,Delta5,7-Cholestadien-3beta-ol,Delta5,7-Cholesterol,Delta7-Cholesterol,Provitamin-D3,Provitamin D(3),Cholesta-5,7-dien-3 beta-ol,7-Dehydrocholesterol, (3beta,10alpha)-isomer,7-Dehydrocholesterol, (3beta,9beta,10alpha)-isomer,7-DHC,7-Dehydrocholesterol, (3alpha)-isomer,7-Dehydrocholesterol, (3beta,9beta)-isomer",NA,NA
119,Glycine,MAM01986,HMDB0000123,"c,l,m,x,e,r","shmt1,shmt2","slc6a9,slc6a5","slc3a2a,slc7a10a,slc7a10b,slc7a5,slc7a6,slc3a1 and slc7a6 and slc7a9","gprc6a,grin2aa,glra2,cxcr4b,cxcr4a,grin3ba,grin3bb,grin2db,grin2da,glrbb,glrba,glra3,grin2cb,htr2b,zmp:0000001006,zgc:123107,si:busm1-194e12.8,si:zfos-367g9.1,si:zfos-2070c2.1,CT583723.2,si:busm1-194e12.11,mhc2a,CU914776.2,si:ch73-211l2.3,gpr18,ptprdb,PTPRD,ptprfb,abcb10,ntsr1,grin1a,grin1b,zgc:113337,zgc:172122,sc:d189,si:ch211-214p13.3,si:ch211-222f23.6,si:ch211-141e20.2,si:ch73-22o12.1,pvrl2l,glra1","Glycine,2-aminoacetic acid,glycine,Aminoacetic acid,Aminoessigsaeure,Aminoethanoic acid,G,Gly,Glycin,Glycocoll,Glykokoll,Glyzin,H2N-CH2-COOH,Hgly,Leimzucker,Aminoacetate,Aminoethanoate,2-Aminoacetate,2-Aminoacetic acid,Aciport,Amino-acetate,Amino-acetic acid,Glicoamin,Glycolixir,Glycosthene,Gyn-hydralin,Padil,Glycine carbonate (1:1), monosodium salt,Glycine carbonate (2:1), monopotassium salt,Glycine sulfate (3:1),Glycine, monoammonium salt,Glycine, monosodium salt,Glycine, sodium hydrogen carbonate,Monoammonium salt glycine,Calcium salt glycine,Glycine hydrochloride (2:1),Glycine phosphate (1:1),Glycine, monopotasssium salt,Monopotasssium salt glycine,Monosodium salt glycine,Glycine carbonate (2:1), monolithium salt,Glycine carbonate (2:1), monosodium salt,Glycine hydrochloride,Glycine, copper salt,Hydrochloride, glycine,Salt glycine, monoammonium,Acid, aminoacetic,Cobalt salt glycine,Copper salt glycine,Glycine phosphate,Glycine, calcium salt,Glycine, calcium salt (2:1),Glycine, cobalt salt,Phosphate, glycine,Salt glycine, monosodium",NA,NA
199,Spermine,MAM02926,HMDB0001256,"c,x,e","sms,srm",slc22a2,NA,"grin2bb,GRIN2B,casr,smo,adrb1,adrb2a,adrb2b","Spermine,(3-aminopropyl)({4-[(3-aminopropyl)amino]butyl})amine,spermine,4,9-Diaza-1,12-dodecanediamine,4,9-Diazadodecane-1,12-diamine,N,N'-bis(3-aminopropyl)-1,4-butanediamine,1,5,10,14-Tetraazatetradecane,4,9-Diazadodecamethylenediamine,Diaminopropyl-tetramethylenediamine,Diaminopropyltetramethylenediamine,Gerontine,Musculamine,N,N'-bis(3-aminopropyl)-1,4-tetramethylenediamine,N,N'-bis(3-aminopropyl)butane-1,4-diamine,N1,N4-Bis(3-aminopropyl)-1,4-butanediamine,Neuridine,Spermin,Spermine dihydrate,Spermine puriss,SPM",NA,NA
166,Oxygen,MAM02630,HMDB0001377,"c,g,l,m,n,x,r,e,i","sod1,sod2,sod3a,sod3b,cat,cyp21a2,cyp17a1,cyp7a1",NA,NA,"epor,flt1,p4hb,htr2ab,htr2aa,abcc8b,abcc8,fgfr1a,fgfr1b,fgfr1bl,ahr1a,hrh2a,sorl1","Oxygen,dioxygen,singlet oxygen,[OO],Dioxygene,Disauerstoff,e 948,e-948,e948,Molecular oxygen,O2,OXYGEN molecule,Dioxygen,Oxygen-16,Oxygen 16",NA,NA
209,Tetrahydrobiopterin,MAM02978,HMDB0000027,"c,n,e","spra,sprb",NA,NA,"selp,cav1","Tetrahydrobiopterin,(6R)-2-amino-6-[(1R,2S)-1,2-dihydroxypropyl]-1,4,5,6,7,8-hexahydropteridin-4-one,tetrahydrobiopterin,(-)-(6R)-2-Amino-6-((1R,2S)-1,2-dihydroxypropyl)-5,6,7,8-tetrahydro-4(3H)-pteridinone,(6R)-L-Erythro-5,6,7,8-tetrahydrobiopterin,(6R)-L-Erythro-tetrahydrobiopterin,2-Amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydoro-4(1H)-pteridinone,5,6,7,8-Tetrahydrobiopterin,6R-5,6,7,8-Tetrahydrobiopterin,6R-BH4,6R-L-5,6,7,8-Tetrahydrobiopterin,R-THBP,Sapropterina,Sapropterinum,5,6,7,8-erythro-Tetrahydrobiopterin,5,6,7,8-tetrahydro-L-Erythrobiopterin,5,6,7,8-Tetrahydrobiopterin, (S-(r*,s*))-isomer,5,6,7,8-Tetrahydrodictyopterin,6R-L-erythro-5,6,7,8-Tetrahydrobiopterin,BPH4,D-threo-Tetrahydrobiopterin,THBP,Kuvan,Phenylalanine hydroxylase cofactor,Sapropterin dihydrochloride,tetrahydro-6-Biopterin,2',4',5'-Trihydroxybutyrophenone,Sapropterin,Trihydroxybutyrophenone,1-Butanone, 1-(2,4,5-trihydroxyphenyl),2,4,5-Trihydroxybutyrophenone,(6R)-5,6,7,8-Tetrahydro-L-biopterin,(6R)-5,6,7,8-Tetrahydrobiopterin,(6R)-Tetrahydrobiopterin,2-Amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydro-4(3H)-pteridinone,6R-Tetrahydro-L-biopterin,6beta-5,6,7,8-Tetrahydro-L-biopterin,6β-5,6,7,8-Tetrahydro-L-biopterin,L-erythro-Tetrahydrobiopterin,(6R)-2-Amino-6-[(1R,2S)-1,2-dihydroxypropyl]-5,6,7,8-tetrahydro-4(1H)-pteridinone",NA,NA
38,"5a-Pregnane-3,20-dione",MAM01072,HMDB0003759,"c,e","srd5a1,srd5a2a,srd5a2b",abcb4,NA,"nr1h5,rarab,raraa,rorc,rxrab,rxraa,nr1i2","5a-Pregnane-3,20-dione,(1S,2S,7S,10R,11S,14S,15S)-14-acetyl-2,15-dimethyltetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadecan-5-one,5a-pregnane-3,20-dione,3,20-Allopregnanedione,3,20-Dioxo-5alpha-pregnane,5-alpha-Dihydroprogesterone,5alpha-Dihydroprogesterone,3,20-Dioxo-5a-pregnane,3,20-Dioxo-5α-pregnane,5-a-Dihydroprogesterone,5-Α-dihydroprogesterone,5a-Dihydroprogesterone,5Α-dihydroprogesterone,5-alpha-Pregnane-3,20-dione,5a-Pregnan-3,20-dione,5alpha-Pregnan-3,20-dione,5alpha-Pregnane-3,20-dione,5b-Pregnane-3,20-dione,5beta-Pregnane-3,20-dione,Allopregnan-3,20-dione,Pregnane-3,20-dione,5 alpha Dihydroprogesterone,5 beta Pregnane 3,20 dione,5 beta-Pregnane-3,20-dione,5-beta-Dihydroprogesterone,5alpha-DHP,3,20-Allopregnanedione, (5beta,13alpha,17alpha)-isomer,5 alpha Pregnanedione,5alpha DHP,5alpha Pregnane 3,20 dione,5beta DHP,5beta-DHP,3,20 Allopregnanedione,3,20-Allopregnanedione, (5alpha)-isomer,5 alpha Pregnane 3,20 dione,5 alpha-Dihydroprogesterone,5 alpha-Pregnane-3,20-dione,5 beta Dihydroprogesterone,5-alpha-Pregnanedione",NA,NA
198,Spermidine,MAM02923,HMDB0001257,"c,x,e","srm,paox,smox",slc22a2,NA,"egfra,LO018309.1,adrb1,adrb2a,adrb2b","Spermidine,(4-aminobutyl)(3-aminopropyl)amine,spermidine,1,5,10-Triazadecane,4-Azaoctamethylenediamine,4-Azaoctane-1,8-diamine,N-(3-Aminopropyl)-1,4-butane-diamine,Spermidin,1,8-Diamino-4-azaoctane,Aminopropylbutandiamine,N-(3-Aminopropyl)-1,4-butanediamine,N-(3-Aminopropyl)-1,4-diamino-butane,N-(3-Aminopropyl)-1,4-diaminobutane,N-(3-Aminopropyl)-4-aminobutylamine,N-(4-Aminobutyl)-1,3-diaminopropane,N-(gamma-Aminopropyl)tetramethylenediamine,SPD",NA,NA
79,Cholesterol,MAM01450,HMDB0000067,"c,g,l,m,r,e,n","sts,dhcr24,dhcr7,,cel.2,","npc1l1,abcg5 and abcg8,abca1a,abca1b,abcg1",NA,"abcg1,nr1h3,nr3c1,smo,zgc:174164,adam10a,adam10b,roraa,scarb1,pparaa,pparab,gpc1a,gpc1b,scarb2c,abcb4,flt1,appa,appb,ptgir,gpc2,lrp8,sdc2,cd36,BX682234.1,si:ch211-193e13.5,si:dkey-26c10.5,si:ch211-170d8.8,p4hb,cav1,CABZ01080702.1,gpc4,sdc4,abca1a,abca1b,gpc6a,gpc6b,gpc5a,agrn,gpc3,nr1h4,si:dkey-258f14.3,si:dkey-258f14.7,nr1h5,rarab,raraa,rorc,rxrab,rxraa,VDR,vdra,vdrb","Cholesterol,(1S,2R,5S,10S,11S,14R,15R)-2,15-dimethyl-14-[(2R)-6-methylheptan-2-yl]tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-5-ol,(3beta,14beta,17alpha)-Cholest-5-en-3-ol,Cholest-5-en-3beta-ol,Cholesterin,(3b,14b,17a)-Cholest-5-en-3-ol,(3Β,14β,17α)-cholest-5-en-3-ol,Cholest-5-en-3b-ol,Cholest-5-en-3β-ol,(3Β)-cholest-5-en-3-ol,(3beta)-Cholest-5-en-3-ol,3Β-hydroxycholest-5-ene,3beta-Hydroxycholest-5-ene,5:6-Cholesten-3β-ol,5:6-Cholesten-3beta-ol,(-)-Cholesterol,Cholesterine,Cholesterol base H,Cholesteryl alcohol,Cholestrin,Cholestrol,Cordulan,Dastar,Dusoline,Dusoran,Dythol,Fancol CH,Hydrocerin,Kathro,Lanol,Super hartolan,Tegolan,delta5-Cholesten-3beta-ol,Δ5-Cholesten-3β-ol",NA,NA
205,Sulfate,MAM02946,HMDB0001448,"c,l,m,r,e,g","sts,suox,arsh,arsa,arsb,hexa,hexb,hexd,hyal1,hyal2a,hyal2b,hyal3,hyal4,spam1,ids,ctsa and galns and glb1 and neu1,ctsa,galns,glb1,gnsa,sgsh",NA,"si:ch211-117c9.2,slc26a6,slc4a1a,slc4a1b,slc22a6l,oatx,slc22a7a","m6pr,cd4-1,si:ch73-34h11.1,dicp1.3-4,dicp1.16,zmp:0000000608,AL929520.3,dicp2.2,dicp2.1,dicp3.3,si:ch73-322b17.4,dicp3.1,si:ch211-112c15.8,itgbl1,itgb4,esr1,ripk3,aplp1,stx1a,efnb3b,efnb3a,CR318624.2,BX682234.1,si:ch211-193e13.5,si:dkey-26c10.5,si:ch211-170d8.8,si:dkey-61f9.1,si:dkey-61f9.1,si:cabz01007816.2,CT030017.2,si:ch211-283g2.2,asgrl2,si:ch211-283g2.3,BX640512.3,asgrl1,il11ra,il6r,ghrb,ghra,nktr,eno1a,acvr2aa,acvr2ab,zgc:113337,zgc:172122,sc:d189,si:ch73-22o12.1,pvrl2l,RAMP1,anxa1a,anxa1b,anxa1c,anxa1d,enpp2,thbs1b,thbs1a,zgc:174164,adam10a,adam10b,itgav,si:dkey-30c15.12,neo1b,neo1a,neo1b,itga2b,cdon,cd81b,cd81a,cdh15,cdh30,cdh28,cdh31,cdh29,cdh1,si:dkey-61f9.1,si:dkey-61f9.1,si:cabz01007816.2,CT030017.2,si:ch211-283g2.2,asgrl2,si:ch211-283g2.3,BX640512.3,asgrl1,gria2a,gria2b,glrbb,glrba,thrab,thraa,nrp1a,erbb3b,erbb3a,igf1ra,igf1rb,erbb2,mylk4b,mylk4a,egfra,LO018309.1,ntrk2a,ntrk2b,notch1b,notch1a,zmp:0000001114,aip,cntn5,gria4a,gria4b,grm1b,grm1a,cd8a,cxadr,appa,appb,ar,csf1rb,kita,kitb,crfb4,frzb,mst1ra,mst1rb,lrrc15,tnfrsf21,ANPEP,ANPEP,anpepb,AXL,insra,insrb,adrb2a,adrb2b,adam17a,adam17b,ncam1a,ncam1b,cd276,adgrl2a,pgr,p4hb,pde4bb,pde4ba,ephb3a,EPHB3,LO016987.2,f3a,unc5b,epha3,zmp:0000001006,zgc:123107,si:busm1-194e12.8,si:zfos-367g9.1,si:zfos-2070c2.1,CT583723.2,si:busm1-194e12.11,mhc2a,CU914776.2,si:ch73-211l2.3,fgfr3,acvr2bb,acvr2ba,adgrl1a,npr1a,npr1b,nr3c2,trpv1,erbb4a,ERBB4,nbr1b,nbr1a,esr2a,esr2b,pde4d,boc,htr3a,ret,thrb,igf2r,ephb4b,ptprfb,msnb,msna,dpp4,zgc:136971,enpp1,grm3,si:dkey-258f14.3,si:dkey-258f14.7,CR381673.1,si:ch211-209f23.6,si:dkey-53k12.1,CR381673.2,si:dkey-11f4.20,lifrb,lifra,il11ra,il6r,ghrb,ghra,npr2,tpbgb,grin1a,grin1b,il11ra,il6r,ghrb,ghra,fibcd1,FIBCD1,lifrb,lifra,il11ra,il6r,il2rgb,il2rga,BX601644.2,ghrb,ghra,bmpr2b,bmpr2a,ephb2a,ephb2b,tgfbr1a,tgfbr1b,ror2,trpm3,hdr,tnfrsfa,cd40,tnfrsf1b,tnfrsf11a,tek,LO018437.2,ryr3,CABZ01083778.1,calcrlb,pdcd10b,pdcd10a,cd79b,anxa4,crcp,ephb1,FQ377603.1,grik1b,grik1a,gp1bb,ncam2,NCAM2,fshr,nr1h3,dcc,bcap31,fgfr1a,fgfr1b,fgfr1bl,gfra1b,gfra1a,GRIK2,cd44a,cd44b,unc5c,UNC5C,fgfr2,pdcd6,ca16b,ptprga,zgc:172271,robo1,robo2,ADGRL3,adgrl3.1,gfra2b,gfra2a,pde10a,nr1h4,hdr,tnfrsfa,cd40,tnfrsf1b,tnfrsf11a","Sulfate,sulfuric acid,[S(OH)2O2],[SO2(OH)2],Acide sulfurique,Acido sulfurico,Acidum sulfuricum,H2SO4,Schwefelsaeureloesungen,Sulphuric acid,Sulfuric acid,Acide sulphurique,Acido sulphurico,Acidum sulphuricum,Sulphate",NA,NA
102,Estrone sulfate,MAM01789,HMDB0001425,"c,r,e","sult1st1,sult1st2,sult1st3,sult1st4,sult1st5,sult1st7,sult1st9",abcc12,NA,"abcc4,esr1,esr2a,esr2b,ar,nr1i2,thrb","Estrone sulfate,[(1S,10R,11S,15S)-15-methyl-14-oxotetracyclo[8.7.0.0²,⁷.0¹¹,¹⁵]heptadeca-2(7),3,5-trien-5-yl]oxidanesulfonic acid,Ogen,3-Hydroxyestra-1,3,5(10)-trien-17-one hydrogen sulphate,Estrone hydrogen sulfate,Estrone sulphate,3-Hydroxyestra-1,3,5(10)-trien-17-one hydrogen sulfate,3-Hydroxyestra-1,3,5(10)-trien-17-one hydrogen sulfuric acid,3-Hydroxyestra-1,3,5(10)-trien-17-one hydrogen sulphuric acid,Estrone hydrogen sulfuric acid,Estrone hydrogen sulphate,Estrone hydrogen sulphuric acid,Estrone sulfuric acid,Estrone sulphuric acid,Conestoral,Estrogenic substances,Estrone,Estrone  hydrogen sulfate,Estrone  hydrogen sulphate,Estrone 3-sulfate,Estrone 3-sulphate,Estrone sulfate sodium,Estrone sulphate sodium,Estrone-3-sulfate,Estrone-3-sulphate,Premarin,Sodium estrone 3-monosulfate,Sodium estrone 3-monosulphate,Sodium estrone 3-sulfate,Sodium estrone 3-sulphate,Estrone sulfate, sodium salt,Potassium estrone sulfate,Sodium estrone sulfate,Estrone sulfate, ammonium salt,Oestrone sulphate,Evex,Estrone sulfate, 16-(14)C-labeled,Estrone sulfate, 14C-labeled,Estrone sulfate, potassium salt",NA,NA
